raw_words,sentiment,aspect,opinion,subjectivity
"The set up , decor , service , bar , and food were top notch !",POS,bar,top notch,0
"The set up , decor , service , bar , and food were top notch !",POS,decor,top notch,0
"The set up , decor , service , bar , and food were top notch !",POS,food,top notch,0
"The set up , decor , service , bar , and food were top notch !",POS,service,top notch,0
"The set up , decor , service , bar , and food were top notch !",POS,set up,top notch,0
"The shrimp and the wings were edible , would n't even say good .",NEU,shrimp,edible,1
"The shrimp and the wings were edible , would n't even say good .",NEU,wings,edible,1
"The shrimp and the wings were edible , would n't even say good .",POS,shrimp,good,0
"The shrimp and the wings were edible , would n't even say good .",POS,wings,good,0
The shrimp dumplings was a bit cold and it harden up just a bit so the taste was n't so great .,NEG,shrimp dumplings,"harden up just a bit, a bit cold, was n't so great",0
The shrimp in my dish werent seared and the grits were soupy .,NEG,grits,soupy,0
The shrimp in my dish werent seared and the grits were soupy .,NEG,shrimp,werent seared,0
"The shrimp quesadilla , however , was exquisitely flavorful , and I would have eaten more had I not been gabbing away with my friend the whole night !",POS,shrimp quesadilla,exquisitely flavorful,0
"The shrimp vindaloo was a bit on the small side but , it was so good .",NEG,shrimp vindaloo,small,0
"The shrimp vindaloo was a bit on the small side but , it was so good .",POS,shrimp vindaloo,so good,0
The shrooms were gorgeous and delicious !,POS,shrooms,"gorgeous, delicious",0
"The side of bacon she ordered with it was cooked to perfection ! I ordered the Sonora German style pancake that had chorizo , pepper jack cheese , onions , a very subtle dusting of chili powder and came with a side of chipotle strawberry jam ... .",POS,side of bacon,perfection,0
The side parking is free which is another nice option .,POS,,nice,0
"The side salad option was light and paired well , but I prefer a mixed green selection over arugula .",POS,mixed green selection,prefer,0
"The side salad option was light and paired well , but I prefer a mixed green selection over arugula .",POS,salad,"paired well, light",0
"The situation took about 15 minutes to stabilize and when all was said and done ... none of the management came over to at least thank those of our party that went out in the rain to take care of the patron or to apologize for the disturbance considering how much the final price tag was of the dinner.Overall , the food was good and the experience could have been improved .",NEG,management,"apologize, thank",0
"The situation took about 15 minutes to stabilize and when all was said and done ... none of the management came over to at least thank those of our party that went out in the rain to take care of the patron or to apologize for the disturbance considering how much the final price tag was of the dinner.Overall , the food was good and the experience could have been improved .",NEU,,,1
"The situation took about 15 minutes to stabilize and when all was said and done ... none of the management came over to at least thank those of our party that went out in the rain to take care of the patron or to apologize for the disturbance considering how much the final price tag was of the dinner.Overall , the food was good and the experience could have been improved .",POS,food,good,0
The slices are huge too .,POS,slices,huge,0
The slow roasted lamb with lemon potatoes was very tender and tasty .,POS,slow roasted lamb with lemon potatoes,"tasty, very tender",0
"The small restaurant/deli has a nice location on the north end of Guadalupe ... .many , many UTers ( on the bus , on the bike , in the car ) pass by the little strip of shops on their way toward campus.Despite the free publicity , the place was completely dead .",POS,location,nice,0
"The small restaurant/deli has a nice location on the north end of Guadalupe ... .many , many UTers ( on the bus , on the bike , in the car ) pass by the little strip of shops on their way toward campus.Despite the free publicity , the place was completely dead .",POS,place,completely dead,0
The smell of the grill filled the restaurant nicely !,POS,grill,nicely,0
The smoked salmon was amazing with fork tender large slices of fish .,POS,slices of fish,"large, fork tender",0
The smoked salmon was amazing with fork tender large slices of fish .,POS,smoked salmon,amazing,0
"The smokiness wasn't overbearing , the seasoning tasted good .",POS,seasoning,good,0
"The smokiness wasn't overbearing , the seasoning tasted good .",POS,smokiness,wasn't overbearing,0
The smoothie was fine until I found a very large chunk of completely unblended carrot at the bottom of my cup .,NEG,smoothie,,0
The smoothie was fine until I found a very large chunk of completely unblended carrot at the bottom of my cup .,POS,smoothie,fine,0
"The soft shell crab appetizer was a standout.For those that focus on these types of things , the ambience was contemporary .",POS,ambience,contemporary,0
"The soft shell crab appetizer was a standout.For those that focus on these types of things , the ambience was contemporary .",POS,soft shell crab appetizer,standout.For,0
"The soup / sauces they came with , also underperforming .",NEG,soup,underperforming,0
"The soup / sauces they came with , also underperforming .",NEG,they,underperforming,0
The soup did n't tast like anything special to be honest ...,NEG,soup,special,0
The soup was delicious and came in right .,POS,soup,"NULL, delicious",0
The soup was very rich !,POS,soup,very rich,0
The soups are huge and delicious .,POS,soups,"huge, delicious",0
"The space is beautiful , the bartenders were very nice and the food was good.My favorite is the grilled octopus .",POS,bartenders,very nice,0
"The space is beautiful , the bartenders were very nice and the food was good.My favorite is the grilled octopus .",POS,food,good.My,0
"The space is beautiful , the bartenders were very nice and the food was good.My favorite is the grilled octopus .",POS,grilled octopus,favorite,0
"The space is beautiful , the bartenders were very nice and the food was good.My favorite is the grilled octopus .",POS,space,beautiful,0
"The space is gorgeous : large and airy with a real woody feel , and if it was packed full I think it would have a real good vibe .",POS,space,"large, airy, gorgeous",0
The space is well sized with a lot of room to move between tables and stand around the bar to watch weekend football or meet up with friends after work for one of their awesome draughts or house mixed cocktails .,POS,draughts,awesome,0
The space is well sized with a lot of room to move between tables and stand around the bar to watch weekend football or meet up with friends after work for one of their awesome draughts or house mixed cocktails .,POS,house mixed cocktails,awesome,0
The space is well sized with a lot of room to move between tables and stand around the bar to watch weekend football or meet up with friends after work for one of their awesome draughts or house mixed cocktails .,POS,space,,0
The specials ( salads and entrees ) never disappoint and they like to keep the menu fresh and interesting by offering a nice variety of options .,POS,entrees,never disappoint,0
The specials ( salads and entrees ) never disappoint and they like to keep the menu fresh and interesting by offering a nice variety of options .,POS,menu,"fresh, interesting",0
The specials ( salads and entrees ) never disappoint and they like to keep the menu fresh and interesting by offering a nice variety of options .,POS,salads,never disappoint,0
The spices were subtle and made the food unique and incredibly delicious .,POS,food,"incredibly delicious, unique",0
The spices were subtle and made the food unique and incredibly delicious .,POS,spices,subtle,0
The spiciness is unique and the sweetness just makes it really amazingly mouth watering .,POS,spiciness,unique,0
The spiciness is unique and the sweetness just makes it really amazingly mouth watering .,POS,sweetness,really amazingly,0
The spicy eggplant was tasty as well if your into vegetarian options .,POS,spicy eggplant,tasty,0
The spicy fish and tofu is my favorite .,POS,spicy fish,favorite,0
The spicy fish and tofu is my favorite .,POS,tofu,favorite,0
The spicy was also a pleasant surprise as it did n't overpower the sauce .,POS,spicy,pleasant surprise,0
The spring roll was crispy and nice .,POS,spring roll,"nice, crispy",0
The spring rolls were fresh .,POS,spring rolls,fresh,0
The squid with pesto aioli was so flavorful and the homemade chorizo was amazing .,POS,homemade chorizo,amazing,0
The squid with pesto aioli was so flavorful and the homemade chorizo was amazing .,POS,squid with pesto aioli,so flavorful,0
The staff / management are very friendly & extremely hospitable .,POS,management,extremely hospitable,0
The staff / management are very friendly & extremely hospitable .,POS,staff,"extremely hospitable, very friendly",0
The staff are always friendly and provide great service .,POS,service,great,0
The staff are always friendly and provide great service .,POS,staff,always friendly,0
The staff are amazing ... Very friendly .,POS,staff,"amazing, Very friendly",0
"The staff believes in their food , and what the place is trying to accomplish ... which is mentioned above .",POS,staff,,0
"The staff is always willing to explain the dishes.Overall , a good pick if you 're looking for some Korean in the Orlando area .",POS,,good,0
"The staff is always willing to explain the dishes.Overall , a good pick if you 're looking for some Korean in the Orlando area .",POS,staff,always willing,0
The staff is completely cool and will stop to discuss daleks .,POS,staff,completely cool,0
"The staff is friendly , professional and accommodating .",POS,staff,"accommodating, friendly, professional",0
The staff is friendly .,POS,staff,friendly,0
The staff is friendly and knowledgeable and the coffee is free in the morning .,POS,coffee,free,0
The staff is friendly and knowledgeable and the coffee is free in the morning .,POS,staff,"friendly, knowledgeable",0
"The staff is friendly and welcoming , the food is fun and delicious , the drinks are VERY good and very unique , the catering events are awesome , and the restaurant itself is incredible !",POS,catering events,awesome,0
"The staff is friendly and welcoming , the food is fun and delicious , the drinks are VERY good and very unique , the catering events are awesome , and the restaurant itself is incredible !",POS,drinks,"VERY good, very unique",0
"The staff is friendly and welcoming , the food is fun and delicious , the drinks are VERY good and very unique , the catering events are awesome , and the restaurant itself is incredible !",POS,food,"delicious, fun",0
"The staff is friendly and welcoming , the food is fun and delicious , the drinks are VERY good and very unique , the catering events are awesome , and the restaurant itself is incredible !",POS,restaurant,incredible,0
"The staff is friendly and welcoming , the food is fun and delicious , the drinks are VERY good and very unique , the catering events are awesome , and the restaurant itself is incredible !",POS,staff,"friendly, welcoming",0
The staff is really cute and helpful .,POS,staff,"helpful, really cute",0
The staff is super !,POS,staff,super,0
The staff is very friendly and welcoming and will be willing to help you make selections .,POS,staff,"welcoming, willing, very friendly",0
"The staff never tries to rush you through your meal , despite the crowds .",POS,staff,,0
"The staff was careful to keep the table clear and the water glasses filled , etc .",POS,staff,careful,0
The staff was extremely friendly and professional.The tequila menu was expansive with great choices to sip along with dinner .,POS,staff,"professional.The, extremely friendly",0
The staff was extremely friendly and professional.The tequila menu was expansive with great choices to sip along with dinner .,POS,tequila menu,great,0
The staff was extremely helpful in shortening our wait.I had some kinda potato scramble '' that didn't have eggs in it .,POS,staff,extremely helpful,0
The staff was friendly .,POS,staff,friendly,0
The staff was great and the owner was awesome .,POS,owner,awesome,0
The staff was great and the owner was awesome .,POS,staff,great,0
The staff was outstanding .,POS,staff,outstanding,0
"The staff was really friendly , helpful and didnt make me feel like I was an idiot .",POS,staff,"helpful, really friendly",0
"The staff was very polite and tried to be as accommodating as possible , but the food was what it was .",NEG,food,,0
"The staff was very polite and tried to be as accommodating as possible , but the food was what it was .",POS,staff,"very polite, as accommodating as possible",0
The staff was wonderfully attentive and caring .,POS,staff,"caring, wonderfully attentive",0
"The staff were courteous and friendly , we got prompt seating .",POS,staff,"prompt, friendly, courteous",0
The steak '' is mystery meat worthy of being sold in the dollar store .,NEG,steak,,0
"The steak ( yes , dip the steak in cheese ) was cooked perfectly and tasted so good I almost ordered it for my dinner .",POS,steak,"perfectly, so good",0
The steak and chicken kabobs are also very good .,POS,chicken kabobs,very good,0
The steak and chicken kabobs are also very good .,POS,steak,very good,0
"The steak was cooked properly , but didn't have much to distinguish itself from a steak that you could get at any other restaurant of this caliber .",POS,steak,properly,0
"The store looks small and funky from the outside , but this store carries pretty much everything that you need to eat like a true Korean .",POS,store,"small, pretty, funky",0
"The store was empty , but I loved the colors .",POS,colors,loved,0
The sushi filling was very fresh and well prepared .,POS,sushi filling,"very fresh, well",0
The sweet and spicy calamari is the best calamari I have had in a really long time .,POS,calamari,best,0
"The sweet potato 's were crunchy , but flavorless .",NEG,sweet potato,flavorless,0
"The sweet potato 's were crunchy , but flavorless .",POS,sweet potato,crunchy,0
"The sweet thank you note on each of the to-go boxes certainly left an impression , not to mention the great tasting food .",POS,food,great,0
The tablecloth and placemats were full of crumbs .,NEG,placemats,,0
The tablecloth and placemats were full of crumbs .,NEG,tablecloth,,0
The tables are tastefully constructed and the chilled water bottles for each table are a good touch .,POS,chilled water bottles,good,0
The tables are tastefully constructed and the chilled water bottles for each table are a good touch .,POS,tables,tastefully,0
"The taco salad was more taco than salad , but the queso dip was quite pleasant .",NEG,taco salad,,0
"The taco salad was more taco than salad , but the queso dip was quite pleasant .",POS,queso dip,quite pleasant,0
The tacos were also very good with the black bean salsa and sauce .,POS,tacos,very good,0
"The tall glass of lemonade was so refreshing , too.What a cute little place !",POS,lemonade,so refreshing,0
"The tall glass of lemonade was so refreshing , too.What a cute little place !",POS,place,too.What a cute,0
The taste is genuine .,POS,taste,genuine,0
The ten-zara soba was good - tempura was well-cooked .,POS,tempura,well-cooked,0
The ten-zara soba was good - tempura was well-cooked .,POS,ten-zara soba,good,0
The tenderloin was good but not nearly as good as the steak tips that came with the fondue .,NEG,tenderloin,good,0
The tenderloin was good but not nearly as good as the steak tips that came with the fondue .,POS,steak tips,,0
The tenderloin was good but not nearly as good as the steak tips that came with the fondue .,POS,tenderloin,good,0
"The tequila list was outstanding , but overpriced ( $ 28 for a shot of Casa Noble anejo ! ) .",NEG,tequila,overpriced,0
"The tequila list was outstanding , but overpriced ( $ 28 for a shot of Casa Noble anejo ! ) .",POS,tequila,outstanding,0
"The term means pick me up , '' but this was a real downer , and I am surprised the recipe came from DelGrande 's think tank .",NEG,,real downer,0
"The texture was not consistent , it was watering and then super frozen , not creamy at all .",NEG,texture,not consistent,0
The thing I love about dining in Europe is that the waitstaff do not bother you after they serve your food ; they let you stay for hours drinking wine and chatting .,POS,waitstaff,love,0
The three stars is because in all honesty the food is not that great .,NEG,food,not that great,0
The three stars is because in all honesty the food is not that great .,NEU,,,1
"The toffee bits complemented the brownie and ice-cream very well.My friend 's bf got the lobster ravioli , which he said was delicious as well.I was n't prepared to be this impressed - but I really was !",POS,lobster ravioli,delicious,0
"The toffee bits complemented the brownie and ice-cream very well.My friend 's bf got the lobster ravioli , which he said was delicious as well.I was n't prepared to be this impressed - but I really was !",POS,toffee,very well.My,0
The tomato basil bread is good and they got tons of little snacks to choose from I like the cinnamon rolls,POS,cinnamon rolls,like,0
The tomato basil bread is good and they got tons of little snacks to choose from I like the cinnamon rolls,POS,little snacks,,0
The tomato basil bread is good and they got tons of little snacks to choose from I like the cinnamon rolls,POS,tomato basil bread,good,0
"The tres leches cake was also amazing ! I only wish they had plantains as a side ( 'cause I 'm crazy for them ) and even a bigger menu , although I understand it 's a small mom and pop 's .",POS,tres leches cake,amazing,0
"The truffle fries were truffle fries , so they were delicious , but again , didn't stand out from others we 've had .",POS,they,delicious,0
"The tuna was good , the sauces were spicy and flavorful and the dish was mostly well composed .",POS,dish,mostly well,0
"The tuna was good , the sauces were spicy and flavorful and the dish was mostly well composed .",POS,sauces,"spicy, flavorful",0
"The tuna was good , the sauces were spicy and flavorful and the dish was mostly well composed .",POS,tuna,good,0
The two dishes were slightly different but again the plate was wiped clean.Parking is hit and miss on the street but not as big of a deal as down town Boston.Thank you The Boyne ( jumping up and down making sounds ) for a nice night .,POS,Boyne,nice,0
"The unanimous consensus was that the halibut was seriously overcooked and dry , and there were too many potatoes and not enough asparagus .",NEG,asparagus,not enough,0
"The unanimous consensus was that the halibut was seriously overcooked and dry , and there were too many potatoes and not enough asparagus .",NEG,halibut,"seriously overcooked, dry",0
"The unanimous consensus was that the halibut was seriously overcooked and dry , and there were too many potatoes and not enough asparagus .",NEG,potatoes,too many,0
The unusual one was quite good .,POS,unusual one,quite good,0
The use quality mango .,POS,mango,quality,0
The veg bowl was good but waaaay too much butter in with the stiry fry veggies .,NEG,veg bowl,,0
The veg bowl was good but waaaay too much butter in with the stiry fry veggies .,POS,veg bowl,good,0
The vegatables were also delicious .,POS,vegatables,delicious,0
The vegetables were perfectly cooked .,POS,vegetables,perfectly,0
"The vegetarian roll we got was okay , but nothing worth writing home about or recommending.The Rainbow roll was kinda appalling .",NEG,Rainbow roll,kinda appalling,0
"The vegetarian roll we got was okay , but nothing worth writing home about or recommending.The Rainbow roll was kinda appalling .",NEG,vegetarian roll,"worth, recommending.The",0
"The vegetarian roll we got was okay , but nothing worth writing home about or recommending.The Rainbow roll was kinda appalling .",NEU,vegetarian roll,okay,1
The veggies we ordered were slimy and not fresh and the rice was hard and crunchy .,NEG,rice,"crunchy, hard",0
The veggies we ordered were slimy and not fresh and the rice was hard and crunchy .,NEG,veggies,"slimy, not fresh",0
The vermicelli with vegan beef had so many veggies plus incredible peanut sauce .,POS,peanut sauce,incredible,0
"The very generous waiter enjoyed talking with us , and responded well , when I showed actual interest in his narrative , his background , and his desire to deliver and gain feedback .",POS,waiter,"well, very generous",0
"The waffle was delicious , and so substantial that I was only able to finish half of it .",POS,waffle,"so substantial, delicious",0
The wait staff is quick and attentive .,POS,wait staff,"attentive, quick",0
The wait staff is very nice and attentive .,POS,wait staff,"attentive, very nice",0
The wait staff there is very patient and fast in everything .,POS,wait staff,"fast, very patient",0
The wait staff was very nice and always there when you need them .,POS,wait staff,"very nice, NULL",0
The wait was hard because of the long / cramped line .,NEG,,hard,0
The wait was hard because of the long / cramped line .,NEG,line,"long, cramped",0
The wait was horrible .,POS,,horrible,0
The wait wasnt long at all ( especially for Memorial Day weekend ) .,POS,,wasnt long at all,0
The waiter came shortly after and take out drink order .,POS,waiter,shortly,0
The waiter obviously lacked common sense .,NEG,waiter,lacked common sense,0
The waiter was helpful and knowledgable ( and a native to the region ) .,POS,waiter,"helpful, knowledgable",0
The waiter was sweet and attentive .,POS,waiter,"sweet, attentive",0
The waitress ' attitude was also very poor when we ordered and paid the bill .,NEG,attitude,very poor,0
"The waitress also gave me a free drink with my food , but I would n't expect that every day .. Thank you sweetheart !",POS,waitress,Thank,0
The waitress seemed very friendly .,POS,waitress,very friendly,0
"The waitress was also slow in coming over , and made no apologies for the wait at all .",NEG,waitress,"no apologies, slow",0
The waitress was quiet but attentive .,POS,waitress,attentive,0
"The waitress was very nice , in spite of our obvious ruse .",POS,waitress,very nice,0
"The waitstaff , although nice and friendly , were in no rush ...",NEG,waitstaff,,0
"The waitstaff , although nice and friendly , were in no rush ...",POS,waitstaff,"friendly, nice",0
The waitstaff and bartender very professional and attentive .,POS,bartender,"very professional, attentive",0
The waitstaff and bartender very professional and attentive .,POS,waitstaff,"attentive, very professional",0
"The waitstaff was friendly and attentive , but they should see kids and leave napkins & utensils for them and not just the adults in the party .",NEG,they,,0
"The waitstaff was friendly and attentive , but they should see kids and leave napkins & utensils for them and not just the adults in the party .",POS,waitstaff,"friendly, attentive",0
The waitstaff was very friendly and accommodating - even gave us a discount on the bill because they appreciated our business !,POS,waitstaff,"accommodating, appreciated, very friendly",0
The warm Rosemary bread was delicious and went perfect with the meal .,POS,warm Rosemary bread,"perfect, delicious",0
"The we got the almond chocolate fondue , the chocolate was the consistency of syrup , the almonds were candied so sugar overload .",NEG,almonds,overload,0
"The we got the almond chocolate fondue , the chocolate was the consistency of syrup , the almonds were candied so sugar overload .",NEG,chocolate,,0
The weekend brunch is awesome too !,POS,brunch,awesome,0
"The whipped cream topped fruit medley ( strawberries , blueberries , and blackberries ) was delish .",POS,fruit,delish,0
The white sangria was an amazing way to start off the night .,POS,white sangria,amazing,0
The white wine was room temp .,NEG,white wine,,0
The whole plate was great .,POS,plate,great,0
The whole process was so smooth and she even delivered the cake to the venue .,POS,,,0
The whole process was so smooth and she even delivered the cake to the venue .,POS,process,so smooth,0
The whole staff is very nice and always happy .,POS,whole staff,"happy, very nice",0
The wife and I had been there a couple times before our wedding on date nights and loved the food .,POS,food,loved,0
The wife enjoyed the wild boar pozole ( it is spicy ) and I had the coffee braised short ribs .,POS,wild boar pozole,enjoyed,0
The wifi is nice .,POS,wifi,nice,0
The wine flight selections are exquisite as well as the Ahi tuna with avocado .,POS,Ahi tuna with avocado,exquisite,0
The wine flight selections are exquisite as well as the Ahi tuna with avocado .,POS,wine,exquisite,0
The wine flight was a great selection .,POS,wine flight,great,0
"The wine is fine , though overly expensive , but the food is not as advertised .",NEG,food,,0
"The wine is fine , though overly expensive , but the food is not as advertised .",NEG,wine,overly expensive,0
"The wine is fine , though overly expensive , but the food is not as advertised .",POS,wine,fine,0
The wine list was not large but was perfectly suited to the menu .,NEG,wine,not large,0
The wine list was not large but was perfectly suited to the menu .,POS,wine,perfectly,0
The wings themselves were pretty good .,POS,wings,pretty good,0
The wings were crisp and tasty with the vinegar taste I like .,POS,vinegar,like,0
The wings were crisp and tasty with the vinegar taste I like .,POS,wings,"tasty, crisp",0
"The wings were well cooked and as I said before , they came out hot .",POS,wings,well,0
"The workers were nice enough , honestly if they can fix that service/food quality problem this place can be a great spot .",POS,workers,nice enough,0
The worst is ... .,NEG,,worst,0
"The wrap was so hard and flaky , like it had been in the refrigerator and out again several times .",NEG,wrap,"so hard, flaky",0
The wraps are delicious and the pizzas are good sober or drunk .,POS,pizzas,good,0
The wraps are delicious and the pizzas are good sober or drunk .,POS,wraps,delicious,0
"The xiao long bao were oversteamed ( to the point where they were dry on the top ) , and besides the filling was n't very good .",NEG,filling,was n't very good,0
"The xiao long bao were oversteamed ( to the point where they were dry on the top ) , and besides the filling was n't very good .",NEG,xiao long bao,oversteamed,0
The yellow mustard has a tangy taste which I didnt really like .,NEG,yellow mustard,"tangy taste, didnt really like",0
Their Belgian waffles are amazing .,POS,Belgian waffles,amazing,0
Their Chicken Adobo is amazing !,POS,Chicken Adobo,amazing,0
"Their Garlic Chicken Wings are cooked well , crispy on the outside with a really fresh sauce that even had bits of fresh garlic in it .",POS,Garlic Chicken Wings,well,0
"Their Garlic Chicken Wings are cooked well , crispy on the outside with a really fresh sauce that even had bits of fresh garlic in it .",POS,garlic,fresh,0
"Their Garlic Chicken Wings are cooked well , crispy on the outside with a really fresh sauce that even had bits of fresh garlic in it .",POS,sauce,really fresh,0
Their Jalapeno appetizer is excellent !,POS,Jalapeno appetizer,excellent,0
Their Negroni Special is done nicely.Service is awesome .,POS,Negroni Special,nicely.Service,0
"Their West Broadway location features generally bright spaces and a variety of seating styles and areas that look nicely maintained.2 pints of beer ( $ 9.98 ) 2 virgin mojitos ( $ 7.98 ) Hand Tossed Artisan Pizza - Chewy super-thin crust Neapolitan style , but probably without the strict certification .",POS,,nicely,0
"Their West Broadway location features generally bright spaces and a variety of seating styles and areas that look nicely maintained.2 pints of beer ( $ 9.98 ) 2 virgin mojitos ( $ 7.98 ) Hand Tossed Artisan Pizza - Chewy super-thin crust Neapolitan style , but probably without the strict certification .",POS,crust,"super-thin, Chewy",0
"Their West Broadway location features generally bright spaces and a variety of seating styles and areas that look nicely maintained.2 pints of beer ( $ 9.98 ) 2 virgin mojitos ( $ 7.98 ) Hand Tossed Artisan Pizza - Chewy super-thin crust Neapolitan style , but probably without the strict certification .",POS,spaces,bright,0
Their baked beans and jalape \xc3\xb1o cornbread are to die for !,POS,baked beans,,0
Their baked beans and jalape \xc3\xb1o cornbread are to die for !,POS,cornbread,,0
Their baked beans and jalape \xc3\xb1o cornbread are to die for !,POS,jalape,,0
Their barista skills are on point too !,POS,barista,,0
"Their bloody mary was n't my favorite , but there are many other delicious drink options !",NEG,bloody mary,favorite,0
"Their bloody mary was n't my favorite , but there are many other delicious drink options !",POS,drink options,delicious,0
Their breads are fantastic to the point that I get regular cravings for them !,POS,breads,fantastic to the point,0
Their breads are fantastic to the point that I get regular cravings for them !,POS,them,regular cravings,0
Their breakfast sandwich is amazing !,POS,breakfast sandwich,amazing,0
"Their burgers are heavenly : grilled with science , made with muscle , and a savory meal from start to the last bite of buttery bun.Kevin P. and I got to attend a Blogger Bash at Smashburger before it opened on July 7 .",POS,burgers,heavenly,0
"Their burgers are heavenly : grilled with science , made with muscle , and a savory meal from start to the last bite of buttery bun.Kevin P. and I got to attend a Blogger Bash at Smashburger before it opened on July 7 .",POS,meal,savory,0
Their burgers are the best I 've ever had .,POS,burgers,best,0
"Their chicken is crispy , boneless , and juicy all at the same time .",POS,chicken,"boneless, crispy, juicy",0
Their chicken is juicy and tender .,POS,chicken,"tender, juicy",0
"Their food is very good have had the lamb , beef and sea bass on separate occasions and all did not disappoint .",POS,beef,not disappoint,0
"Their food is very good have had the lamb , beef and sea bass on separate occasions and all did not disappoint .",POS,food,very good,0
"Their food is very good have had the lamb , beef and sea bass on separate occasions and all did not disappoint .",POS,lamb,not disappoint,0
"Their food is very good have had the lamb , beef and sea bass on separate occasions and all did not disappoint .",POS,sea bass,not disappoint,0
"Their food menu is rather interesting , lots of rare meat ( raw i may add ) .",POS,food menu,rather interesting,0
Their golden tibs are to die for ! !,POS,golden tibs,,0
"Their hollandaise sauce is unique and tasty , and they give you plenty to enjoy !",POS,hollandaise sauce,"tasty, plenty to enjoy, unique",0
Their noodles are amazing and remind me of the food I once ate in Hong Kong and the mainland .,POS,noodles,amazing,0
Their originality and presentation outshine their competitors .,POS,,outshine,0
Their pizza is actually pretty decent too .,POS,pizza,actually pretty decent,0
Their portions are reasonable and service is prompt .,POS,portions,reasonable,0
Their portions are reasonable and service is prompt .,POS,service,prompt,0
"Their quirky upscale burger selection is congruent with the clean modern d\xc3\xa9cor , both of which are top notch .",POS,clean modern,top notch,0
"Their quirky upscale burger selection is congruent with the clean modern d\xc3\xa9cor , both of which are top notch .",POS,upscale burger,top notch,0
Their ricotta & honey toast is good too .,POS,ricotta & honey toast,good,0
Their rolled ice cream is amazing !,POS,rolled ice cream,amazing,0
Their salt and pepper squid is the best on this side of the river and their mala fish will make you cry with joy .,POS,mala fish,joy,0
Their salt and pepper squid is the best on this side of the river and their mala fish will make you cry with joy .,POS,pepper squid,best,0
Their salt and pepper squid is the best on this side of the river and their mala fish will make you cry with joy .,POS,salt,best,0
Their sandwiches and pizzas are awesome and always fresh out of the oven .,POS,pizzas,"awesome, always fresh",0
Their sandwiches and pizzas are awesome and always fresh out of the oven .,POS,sandwiches,"always fresh, awesome",0
"Their sandwiches are great too , as are their sweets ( Mad Martha 's brownies ... ..mmmm ) .",POS,Martha 's brownies,Mad,0
"Their sandwiches are great too , as are their sweets ( Mad Martha 's brownies ... ..mmmm ) .",POS,sandwiches,great,0
"Their sandwiches are great too , as are their sweets ( Mad Martha 's brownies ... ..mmmm ) .",POS,sweets,great,0
"Their server , the tall guy , Chris , he was too much fun -- really made the experience all the better !",POS,server,"better, too much fun",0
"Theirs was simply perfect , refreshing and a hint of the greatness to come .",POS,Theirs,"simply perfect, greatness, refreshing",0
"Then , you can feel even better when you order the FBI dessert and not feel too guilty ! !",POS,FBI dessert,even better,0
Then I promptly got sick .,NEG,,sick,0
"Then after asking us what we wanted for dessert , he dropped the check even before we got dessert .",NEG,,,0
Then grilled : / It was really gross !,NEG,,really gross,0
"Then lets talk mochi , chocolate coconut , lychee , chocolate expresso , okey ... obviously a fan of this place .",POS,place,fan,0
Then she give me a hot bowl and a cup of ice cube .,POS,,,0
Then the waiter proceeds to put a hot bowl of spaghetti on the table directly in front of my 10 month old and he put his hand in it .,NEG,waiter,,0
"Then there was the Szechuan veggies , which was a nice mixture with broccoli , greens , bamboo shoots , mushroom .",POS,Szechuan veggies,nice,0
"Then we had an appetizer which was a thin piece of meat , a little bit of arugula and a tsp of arugula pur\xc3\xa9e ... No good , finally had the steak which was just fair nothing to write home about .",NEU,steak,just fair,1
"Then we had an appetizer which was a thin piece of meat , a little bit of arugula and a tsp of arugula pur\xc3\xa9e ... No good , finally had the steak which was just fair nothing to write home about .",POS,appetizer,No good,0
Then why put the different levels on your board if it is n't available ?,NEG,,,0
Then you look around and see everything is a little cruddy !,NEG,,a little cruddy,0
"There 's a perfect balance of tuna to cheese and while I 'd like to think that it 's not just a ton of butter that makes it crispy and delicious , I 'm just not confident assuming that .",POS,,"delicious, crispy",0
"There 's a perfect balance of tuna to cheese and while I 'd like to think that it 's not just a ton of butter that makes it crispy and delicious , I 'm just not confident assuming that .",POS,tuna to cheese,perfect,0
There 's also a sweet-spicy pepper relish that 's good on everything .,POS,sweet-spicy pepper relish,good,0
There 's an original and nasty ( in a good way ) combination !,NEG,combination,nasty,0
"There 's been a bit of a wait every time I 've gone , and because of the layout it 's a bit of a cluster and hard to see who 's next in line.The service is a bit slow , in my experience , with not quite enough servers for the space .",NEG,servers,not quite enough,0
"There 's been a bit of a wait every time I 've gone , and because of the layout it 's a bit of a cluster and hard to see who 's next in line.The service is a bit slow , in my experience , with not quite enough servers for the space .",NEG,service,a bit slow,0
There 's limited seating but the tables and chairs nice as is the dinnerware .,NEG,seating,limited,0
There 's limited seating but the tables and chairs nice as is the dinnerware .,POS,dinnerware,nice,0
There 's limited seating but the tables and chairs nice as is the dinnerware .,POS,tables and chairs,nice,0
"There are a lot of options overall , and some strong sounding items on the smaller but fine happy hour menu .",POS,happy hour menu,,0
There are a lot of vegan and vegetarian options .,POS,vegan,,0
There are a lot of vegan and vegetarian options .,POS,vegetarian,,0
There are maybe 20 people here eating but they still are requiring you to wait 25 minutes to get a table to eat .,NEG,they,,0
There are so many different places to choose from in Boston but Paddy Os is by far the best !,POS,Paddy Os,best,0
"There are so many great brunch places around town , I wo n't be returning here .",NEG,,,0
"There are so many great brunch places around town , I wo n't be returning here .",POS,brunch places,great,0
