sentence,sentiment,opinion,aspect,subjectivity
This heartbreaking story got my attention from the first page .,NEG,Heartbreaking,story,1
This heartbreaking story got my attention from the first page .,POS,,story,1
This history is a good reminder to really think about what the doctors want you to do .,POS,good,history,0
This impulse buy turned out to be one of the best i could have made .,POS,best,,0
"This installment is fairly fast-paced , too , and I am looking forward to reading the next two books in the series !",POS,forward,books,0
"This installment is fairly fast-paced , too , and I am looking forward to reading the next two books in the series !",POS,forward,in,0
"This installment is fairly fast-paced , too , and I am looking forward to reading the next two books in the series !",POS,forward,next,0
"This installment is fairly fast-paced , too , and I am looking forward to reading the next two books in the series !",POS,forward,series,0
"This installment is fairly fast-paced , too , and I am looking forward to reading the next two books in the series !",POS,forward,The,0
"This installment is fairly fast-paced , too , and I am looking forward to reading the next two books in the series !",POS,forward,two,0
"This installment is fairly fast-paced , too , and I am looking forward to reading the next two books in the series !",POS,looking,books,0
"This installment is fairly fast-paced , too , and I am looking forward to reading the next two books in the series !",POS,looking,in,0
"This installment is fairly fast-paced , too , and I am looking forward to reading the next two books in the series !",POS,looking,next,0
"This installment is fairly fast-paced , too , and I am looking forward to reading the next two books in the series !",POS,looking,series,0
"This installment is fairly fast-paced , too , and I am looking forward to reading the next two books in the series !",POS,looking,The,0
"This installment is fairly fast-paced , too , and I am looking forward to reading the next two books in the series !",POS,looking,two,0
"This is a brisk read on a rainy day which spared me from putting it down early , but in hindsight ; I should have put it down and watched some soap operas .",NEG,,read,1
"This is a complex book with considerable detail and occasional dense material , leavened with names and more names .",NEG,complex,book,0
This is a comprehensive history of cancer written in an easily understandable way .,POS,Comprehensive,history,0
This is a comprehensive history of cancer written in an easily understandable way .,POS,easily,history,0
This is a comprehensive history of cancer written in an easily understandable way .,POS,understandable,history,0
This is a fantastic book for anyone interested in cancer treatment .,POS,fantastic,book,0
This is a genre I absolutely love - combining historical fact with fiction .,POS,absolutely,genre,0
This is a genre I absolutely love - combining historical fact with fiction .,POS,love,genre,0
"This is a good book , but not a great book .",NEU,a,book,0
"This is a good book , but not a great book .",NEU,great,book,0
"This is a good book , but not a great book .",NEU,not,book,0
"This is a good book , but not a great book .",POS,good,book,0
This is a good book .,POS,good,book,0
"This is a good book to read if you work with emotionally disturbed children , and what classroom does n't have at least one .",POS,good,book,0
"This is a good fantasy book ; Feist 's writing style is consistent , the characters well developed and supplies the sine qua non of fantasy- a really Good Bad Guy .",POS,consistent,Feist,1
"This is a good fantasy book ; Feist 's writing style is consistent , the characters well developed and supplies the sine qua non of fantasy- a really Good Bad Guy .",POS,consistent,'s,1
"This is a good fantasy book ; Feist 's writing style is consistent , the characters well developed and supplies the sine qua non of fantasy- a really Good Bad Guy .",POS,consistent,style,1
"This is a good fantasy book ; Feist 's writing style is consistent , the characters well developed and supplies the sine qua non of fantasy- a really Good Bad Guy .",POS,consistent,writing,1
"This is a good fantasy book ; Feist 's writing style is consistent , the characters well developed and supplies the sine qua non of fantasy- a really Good Bad Guy .",POS,fantasy,book,1
"This is a good fantasy book ; Feist 's writing style is consistent , the characters well developed and supplies the sine qua non of fantasy- a really Good Bad Guy .",POS,good,book,1
"This is a good fantasy book ; Feist 's writing style is consistent , the characters well developed and supplies the sine qua non of fantasy- a really Good Bad Guy .",POS,well,characters,1
"This is a good fantasy book ; Feist 's writing style is consistent , the characters well developed and supplies the sine qua non of fantasy- a really Good Bad Guy .",POS,,Bad,1
"This is a good fantasy book ; Feist 's writing style is consistent , the characters well developed and supplies the sine qua non of fantasy- a really Good Bad Guy .",POS,,Good,1
"This is a good fantasy book ; Feist 's writing style is consistent , the characters well developed and supplies the sine qua non of fantasy- a really Good Bad Guy .",POS,,Guy,1
This is a good thriller that will keep you turning pages .,POS,good,thriller,0
"This is a great book , a comprehensive historical survey of an important subject that affects every person alive.My only small quibble is that I would have liked a touch more technical detail in some places but the flipside of of this is that it really is written to be accessible and is such .",POS,accessible,book,0
"This is a great book , a comprehensive historical survey of an important subject that affects every person alive.My only small quibble is that I would have liked a touch more technical detail in some places but the flipside of of this is that it really is written to be accessible and is such .",POS,Comprehensive,historical,0
"This is a great book , a comprehensive historical survey of an important subject that affects every person alive.My only small quibble is that I would have liked a touch more technical detail in some places but the flipside of of this is that it really is written to be accessible and is such .",POS,Comprehensive,survey,0
"This is a great book , a comprehensive historical survey of an important subject that affects every person alive.My only small quibble is that I would have liked a touch more technical detail in some places but the flipside of of this is that it really is written to be accessible and is such .",POS,great,book,0
"This is a great book , a comprehensive historical survey of an important subject that affects every person alive.My only small quibble is that I would have liked a touch more technical detail in some places but the flipside of of this is that it really is written to be accessible and is such .",POS,important,subject,0
This is a great book that offers a reason to hope !,POS,great,book,1
This is a great book that offers a reason to hope !,POS,,book,1
This is a great read regardless of your interests .,POS,great,,0
This is a great storyline to follow .,POS,great,storyline,0
This is a horrific unveiling of the worst kind of abuse told by a most amazingly unselfish person .,NEG,horrific,,0
This is a horrific unveiling of the worst kind of abuse told by a most amazingly unselfish person .,POS,amazingly,person,0
This is a horrific unveiling of the worst kind of abuse told by a most amazingly unselfish person .,POS,most,person,0
This is a horrific unveiling of the worst kind of abuse told by a most amazingly unselfish person .,POS,unselfish,person,0
"This is a must read for anyone who is interested in health , medicine , and of course in understanding Cancer .",POS,must,read,0
This is a perfectly self-contained work that hints at a world full of stories .,POS,perfectly,work,0
This is a really good series and I am enjoying her work .,POS,enjoying,work,1
This is a really good series and I am enjoying her work .,POS,good,series,1
This is a really good series and I am enjoying her work .,POS,really,series,1
This is a really good series and I am enjoying her work .,POS,,,1
"This is a recommendable novel to transition readers from light summer reads to darker , more thoughtful winter tomes .",POS,recommendable,novel,0
"This is a spectacular book.Even though the subject matter is depressing , I could n't put it down it was so engrossing .",NEG,depressing,matter,1
"This is a spectacular book.Even though the subject matter is depressing , I could n't put it down it was so engrossing .",NEG,depressing,subject,1
"This is a spectacular book.Even though the subject matter is depressing , I could n't put it down it was so engrossing .",POS,engrossing,book.Even,1
"This is a spectacular book.Even though the subject matter is depressing , I could n't put it down it was so engrossing .",POS,so,book.Even,1
"This is a spectacular book.Even though the subject matter is depressing , I could n't put it down it was so engrossing .",POS,spectacular,book.Even,1
"This is a spectacular book.Even though the subject matter is depressing , I could n't put it down it was so engrossing .",POS,,book.Even,1
This is a truly heartbreaking story of an abused little girl .,NEG,Heartbreaking,story,0
This is a truly heartbreaking story of an abused little girl .,NEG,truly,story,0
This is a truly remarkable book .,POS,remarkable,book,0
This is a truly remarkable book .,POS,truly,book,0
This is a very educational and informative book and because I 'm in the medical profession it appealed to me .,POS,appealed,book,0
This is a very educational and informative book and because I 'm in the medical profession it appealed to me .,POS,educational,book,0
This is a very educational and informative book and because I 'm in the medical profession it appealed to me .,POS,informative,book,0
This is a very educational and informative book and because I 'm in the medical profession it appealed to me .,POS,very,book,0
"This is a very interesting story about the history of cancer , its diagnosis and treatment .",POS,interesting,story,0
"This is a very interesting story about the history of cancer , its diagnosis and treatment .",POS,very,story,0
This is a very well written book dealing with the subject of cancer .,POS,very,book,0
This is a very well written book dealing with the subject of cancer .,POS,well,book,0
This is a very well-written but heartbreaking story about a child who lived through the worst abuse you can imagine .,NEG,Heartbreaking,story,0
This is a very well-written but heartbreaking story about a child who lived through the worst abuse you can imagine .,NEG,worst,abuse,0
This is a very well-written but heartbreaking story about a child who lived through the worst abuse you can imagine .,POS,very,story,0
This is a very well-written but heartbreaking story about a child who lived through the worst abuse you can imagine .,POS,well-written,story,0
This is a well-written exciting book about the history of cancer .,POS,exciting,book,0
This is a well-written exciting book about the history of cancer .,POS,well-written,book,0
This is a wonderful lock yourself away and be transported back into time drama .,POS,Wonderful,,1
This is a wonderful lock yourself away and be transported back into time drama .,POS,,,1
"This is a wonderful read , beautifully written .",POS,beautifully,read,0
"This is a wonderful read , beautifully written .",POS,wonderful,read,0
This is a wonderful story about a devoted caregiver and a troubled child .,POS,wonderful,story,0
This is a worthy awardee of the Pulitzer Prize : An Amazing biography of cancer .,POS,Amazing,biography,0
This is a worthy awardee of the Pulitzer Prize : An Amazing biography of cancer .,POS,worthy,biography,0
"This is also the fault of a great many business books , most of which do this to a much greater degree .",POS,,,1
This is an amazing book that took a great deal of knowledge and effort to compile and write .,POS,Amazing,book,1
This is an amazing book that took a great deal of knowledge and effort to compile and write .,POS,,book,1
"This is an unbelievable story about a child who has experienced the most horrible event with the very people she should have been able to trust , her parents .",NEG,horrible,event,0
"This is an unbelievable story about a child who has experienced the most horrible event with the very people she should have been able to trust , her parents .",NEG,Unbelievable,story,0
"This is another author that my wife enjoys reading , she has read many of his booksand is waiting on the next book in this series .",POS,enjoys,author,0
This is certainly a series I will continue to read and I am glad I discovered it .,POS,glad,series,0
This is certainly one of those .,POS,,,1
"This is definitely the best so far.Most of the familiar characters are back , but there 's a new depth to their relationships that at times is surprisingly moving .",POS,best,,0
"This is definitely the best so far.Most of the familiar characters are back , but there 's a new depth to their relationships that at times is surprisingly moving .",POS,definitely,,0
"This is definitely the best so far.Most of the familiar characters are back , but there 's a new depth to their relationships that at times is surprisingly moving .",POS,the,,0
This is everything you expect from Feist .,POS,,,1
This is incredibly well written and he does a wonderful job of simplifying an incredibly complex subject into manageable text .,POS,incredibly,,0
This is incredibly well written and he does a wonderful job of simplifying an incredibly complex subject into manageable text .,POS,Well,,0
This is incredibly well written and he does a wonderful job of simplifying an incredibly complex subject into manageable text .,POS,wonderful,,0
This is indeed a good biography of the progress in conventional and traditional cancer treatments .,POS,a,biography,0
This is indeed a good biography of the progress in conventional and traditional cancer treatments .,POS,good,biography,0
This is indeed a good biography of the progress in conventional and traditional cancer treatments .,POS,indeed,biography,0
"This is long and technical but it was so well written and so well researched , I could n't put it down .",NEG,long,,1
"This is long and technical but it was so well written and so well researched , I could n't put it down .",POS,so,,1
"This is long and technical but it was so well written and so well researched , I could n't put it down .",POS,well,,1
"This is long and technical but it was so well written and so well researched , I could n't put it down .",POS,,,1
This is my 4th Lackberg novel and I could not put it down .,POS,,4th,1
This is my 4th Lackberg novel and I could not put it down .,POS,,Lackberg,1
This is my 4th Lackberg novel and I could not put it down .,POS,,novel,1
"This is my first Kellerman book , and it wo n't be my last !",POS,,book,1
"This is my first Kellerman book , and it wo n't be my last !",POS,,Kellerman,1
This is not my favorite Lackberg novel .,NEG,favorite,Lackberg,0
This is not my favorite Lackberg novel .,NEG,favorite,novel,0
this is not Robin Hobb 's best work .,NEG,best,,0
This is now one of my all-time favorite books ( not just medical books ) that I have ever read .,POS,favorite,,0
"This is number 4 in the Patrik Hedstrom Series , I have enjoyed this one the most , story line was great , came together well and kept me guessing until the end .",POS,enjoyed,one,1
"This is number 4 in the Patrik Hedstrom Series , I have enjoyed this one the most , story line was great , came together well and kept me guessing until the end .",POS,enjoyed,this,1
"This is number 4 in the Patrik Hedstrom Series , I have enjoyed this one the most , story line was great , came together well and kept me guessing until the end .",POS,great,line,1
"This is number 4 in the Patrik Hedstrom Series , I have enjoyed this one the most , story line was great , came together well and kept me guessing until the end .",POS,great,story,1
"This is number 4 in the Patrik Hedstrom Series , I have enjoyed this one the most , story line was great , came together well and kept me guessing until the end .",POS,well,,1
"This is number 4 in the Patrik Hedstrom Series , I have enjoyed this one the most , story line was great , came together well and kept me guessing until the end .",POS,,,1
This is one of hose must read books .,POS,must,,0
This is one the best books I have ever read !,POS,best,books,0
"This is probably the sickest , sickest book I have ever read .",NEG,sickest,book,0
This is really 2 stories in one which is a clever way of maintaining the reader 's interest .,POS,clever,way,0
"This is such old , tired news I almost skipped pages .",NEG,,,1
This is the 4th in Camila Lackberg 's series and it was just as good as the first three .,POS,as,4th,0
This is the 4th in Camila Lackberg 's series and it was just as good as the first three .,POS,as,Camila,0
This is the 4th in Camila Lackberg 's series and it was just as good as the first three .,POS,as,in,0
This is the 4th in Camila Lackberg 's series and it was just as good as the first three .,POS,as,Lackberg,0
This is the 4th in Camila Lackberg 's series and it was just as good as the first three .,POS,as,'s,0
This is the 4th in Camila Lackberg 's series and it was just as good as the first three .,POS,as,series,0
This is the 4th in Camila Lackberg 's series and it was just as good as the first three .,POS,good,4th,0
This is the 4th in Camila Lackberg 's series and it was just as good as the first three .,POS,good,Camila,0
This is the 4th in Camila Lackberg 's series and it was just as good as the first three .,POS,good,in,0
This is the 4th in Camila Lackberg 's series and it was just as good as the first three .,POS,good,Lackberg,0
This is the 4th in Camila Lackberg 's series and it was just as good as the first three .,POS,good,'s,0
This is the 4th in Camila Lackberg 's series and it was just as good as the first three .,POS,good,series,0
this is the 6th book in series and i have read all that preceded.. although the mystery is decent the behavior of the characters is getting both redundant and unpleasant .,NEG,redundant,behavior,0
this is the 6th book in series and i have read all that preceded.. although the mystery is decent the behavior of the characters is getting both redundant and unpleasant .,NEG,redundant,characters,0
this is the 6th book in series and i have read all that preceded.. although the mystery is decent the behavior of the characters is getting both redundant and unpleasant .,NEG,redundant,of,0
this is the 6th book in series and i have read all that preceded.. although the mystery is decent the behavior of the characters is getting both redundant and unpleasant .,NEG,redundant,THE,0
this is the 6th book in series and i have read all that preceded.. although the mystery is decent the behavior of the characters is getting both redundant and unpleasant .,NEG,unpleasant,behavior,0
this is the 6th book in series and i have read all that preceded.. although the mystery is decent the behavior of the characters is getting both redundant and unpleasant .,NEG,unpleasant,characters,0
this is the 6th book in series and i have read all that preceded.. although the mystery is decent the behavior of the characters is getting both redundant and unpleasant .,NEG,unpleasant,of,0
this is the 6th book in series and i have read all that preceded.. although the mystery is decent the behavior of the characters is getting both redundant and unpleasant .,NEG,unpleasant,THE,0
this is the 6th book in series and i have read all that preceded.. although the mystery is decent the behavior of the characters is getting both redundant and unpleasant .,POS,decent,mystery,0
This is the first book by Cathy Glass that I bought and by far her best .,POS,best,book,0
This is the first time a book was ever ruined for me because of horrible editing and proof reading .,NEG,horrible,editing,0
This is the first time a book was ever ruined for me because of horrible editing and proof reading .,NEG,horrible,proof,0
This is the first time a book was ever ruined for me because of horrible editing and proof reading .,NEG,horrible,reading,0
This is the first time a book was ever ruined for me because of horrible editing and proof reading .,NEG,ruined,book,0
"This is the fourth of the Patrik Hedstrom detective novels ; it was titled The Gallows Bird previously , which is no better title for the interconnected mysteries that make this novel interesting .",POS,better,Bird,0
"This is the fourth of the Patrik Hedstrom detective novels ; it was titled The Gallows Bird previously , which is no better title for the interconnected mysteries that make this novel interesting .",POS,better,Gallows,0
"This is the fourth of the Patrik Hedstrom detective novels ; it was titled The Gallows Bird previously , which is no better title for the interconnected mysteries that make this novel interesting .",POS,better,THE,0
"This is the fourth of the Patrik Hedstrom detective novels ; it was titled The Gallows Bird previously , which is no better title for the interconnected mysteries that make this novel interesting .",POS,no,Bird,0
"This is the fourth of the Patrik Hedstrom detective novels ; it was titled The Gallows Bird previously , which is no better title for the interconnected mysteries that make this novel interesting .",POS,no,Gallows,0
"This is the fourth of the Patrik Hedstrom detective novels ; it was titled The Gallows Bird previously , which is no better title for the interconnected mysteries that make this novel interesting .",POS,no,THE,0
This is the second book I 've read in this series so seems they are stand alone books but makes me want to go back and start with the 1st one really interesting books and very well written .,POS,interesting,books,0
This is the second book I 've read in this series so seems they are stand alone books but makes me want to go back and start with the 1st one really interesting books and very well written .,POS,really,books,0
This is the second book I 've read in this series so seems they are stand alone books but makes me want to go back and start with the 1st one really interesting books and very well written .,POS,very,books,0
This is the second book I 've read in this series so seems they are stand alone books but makes me want to go back and start with the 1st one really interesting books and very well written .,POS,well,books,0
This is the single most powerful non-fiction book that I have ever picked up.Lost my dad in March 2015 to complications following an allogenic stem-cell transplant ( he was in remission from hepatosplenic T-Cell lymphoma ) .,POS,most,book,0
This is the single most powerful non-fiction book that I have ever picked up.Lost my dad in March 2015 to complications following an allogenic stem-cell transplant ( he was in remission from hepatosplenic T-Cell lymphoma ) .,POS,powerful,book,0
This is the third book by Lackberg I have read and I enjoyed it .,POS,enjoyed,book,0
This is the third book by Lackberg I have read and I enjoyed it .,POS,enjoyed,by,0
This is the third book by Lackberg I have read and I enjoyed it .,POS,enjoyed,Lackberg,0
This is the third book by Lackberg I have read and I enjoyed it .,POS,enjoyed,third,0
This is the third copy of this book I 've ordered -- gave the other two to friends who had family dealing with cancer and I knew it would help answer some questions for them .,POS,help,,0
"This isn't smallpox , vanquished .",NEG,,,1
"This last book in the Soldire 's Son trilogy was , frankly , a disappointment .",NEG,disappointment,book,0
"This last book in the Soldire 's Son trilogy was , frankly , a disappointment .",NEG,disappointment,in,0
"This last book in the Soldire 's Son trilogy was , frankly , a disappointment .",NEG,disappointment,last,0
"This last book in the Soldire 's Son trilogy was , frankly , a disappointment .",NEG,disappointment,'s,0
"This last book in the Soldire 's Son trilogy was , frankly , a disappointment .",NEG,disappointment,Soldire,0
"This last book in the Soldire 's Son trilogy was , frankly , a disappointment .",NEG,disappointment,Son,0
"This last book in the Soldire 's Son trilogy was , frankly , a disappointment .",NEG,disappointment,THE,0
"This last book in the Soldire 's Son trilogy was , frankly , a disappointment .",NEG,disappointment,Trilogy,0
"This makes for a confusing , frustrating read as pages upon pages are written between the spiritual struggle of the two halves without anything really interesting happening .",NEG,confusing,,0
"This makes for a confusing , frustrating read as pages upon pages are written between the spiritual struggle of the two halves without anything really interesting happening .",NEG,frustrating,,0
"This makes for a unique reader perspective but it just becomes so labor intensive I found it more of a distraction.The 3rd installment introduces a ton of new characters , all of whom are unlikeable .",NEG,unlikeable,characters,0
"This makes for a unique reader perspective but it just becomes so labor intensive I found it more of a distraction.The 3rd installment introduces a ton of new characters , all of whom are unlikeable .",NEG,unlikeable,new,0
This material gets a little repetitious .,NEG,little,material,0
This material gets a little repetitious .,NEG,repetitious,material,0
This might be too technical for the lay person .,NEG,too,,0
This novel is no exception .,POS,,novel,1
"This one does leave you hanging on a cliff , but I 'll let you find out what that means on your own .",NEG,a,one,1
"This one does leave you hanging on a cliff , but I 'll let you find out what that means on your own .",NEG,a,this,1
"This one does leave you hanging on a cliff , but I 'll let you find out what that means on your own .",NEG,cliff,one,1
"This one does leave you hanging on a cliff , but I 'll let you find out what that means on your own .",NEG,cliff,this,1
"This one does leave you hanging on a cliff , but I 'll let you find out what that means on your own .",NEG,hanging,one,1
"This one does leave you hanging on a cliff , but I 'll let you find out what that means on your own .",NEG,hanging,this,1
"This one does leave you hanging on a cliff , but I 'll let you find out what that means on your own .",NEG,leave,one,1
"This one does leave you hanging on a cliff , but I 'll let you find out what that means on your own .",NEG,leave,this,1
"This one does leave you hanging on a cliff , but I 'll let you find out what that means on your own .",NEG,on,one,1
"This one does leave you hanging on a cliff , but I 'll let you find out what that means on your own .",NEG,on,this,1
"This one does leave you hanging on a cliff , but I 'll let you find out what that means on your own .",NEG,you,one,1
"This one does leave you hanging on a cliff , but I 'll let you find out what that means on your own .",NEG,you,this,1
"This one does leave you hanging on a cliff , but I 'll let you find out what that means on your own .",NEU,,,1
This one does.The manic diligence of surgeons in the early years of the 'war on cancer ' is as scary as the aggression of radiologists and chemotherapists .,POS,,one,1
This one does.The manic diligence of surgeons in the early years of the 'war on cancer ' is as scary as the aggression of radiologists and chemotherapists .,POS,,this,1
This one is based on a set of coincidences that are simply not believable .,NEG,believable,,0
This one is based on a set of coincidences that are simply not believable .,NEG,not,,0
This one is based on a set of coincidences that are simply not believable .,NEG,simply,,0
This one just seems to lose the plot half way through,NEG,,plot,1
This one of my favorite books which is strange to say about a book about cancer .,POS,favorite,one,0
This one of my favorite books which is strange to say about a book about cancer .,POS,favorite,this,0
This one of my favorite books which is strange to say about a book about cancer .,POS,strange,book,0
This reaches its crescendo with a vile therapy meant to kill the patient 's bone marrow and thus the patient .,NEG,,,1
"This really is not worth the effort , the Frontier feminism , and the Speck culture are interesting , but slight .",NEG,not,,0
"This really is not worth the effort , the Frontier feminism , and the Speck culture are interesting , but slight .",NEG,worth,,0
"This really is not worth the effort , the Frontier feminism , and the Speck culture are interesting , but slight .",POS,interesting,,0
This series could have been written in 2 books and still contain the action and character that I so enjoyed in her other series .,POS,enjoyed,action,0
This series could have been written in 2 books and still contain the action and character that I so enjoyed in her other series .,POS,enjoyed,character,0
This series could have been written in 2 books and still contain the action and character that I so enjoyed in her other series .,POS,so,action,0
This series could have been written in 2 books and still contain the action and character that I so enjoyed in her other series .,POS,so,character,0
This series had potential and drive .,POS,,series,1
This series is n't as good as some of her others .,NEU,as,series,0
This series is n't as good as some of her others .,NEU,Good,series,0
This series is n't as good as some of her others .,NEU,is,series,0
This series is n't as good as some of her others .,NEU,n't,series,0
"This series of books is good light reading , quite funny in places , well-plotted , great locations .",POS,good,books,1
"This series of books is good light reading , quite funny in places , well-plotted , great locations .",POS,good,of,1
"This series of books is good light reading , quite funny in places , well-plotted , great locations .",POS,good,series,1
"This series of books is good light reading , quite funny in places , well-plotted , great locations .",POS,well-plotted,books,1
"This series of books is good light reading , quite funny in places , well-plotted , great locations .",POS,well-plotted,of,1
"This series of books is good light reading , quite funny in places , well-plotted , great locations .",POS,well-plotted,series,1
"This series of books is good light reading , quite funny in places , well-plotted , great locations .",POS,,books,1
"This series of books is good light reading , quite funny in places , well-plotted , great locations .",POS,,of,1
"This series of books is good light reading , quite funny in places , well-plotted , great locations .",POS,,series,1
This story brought a lot of memories rushing back over the 6 years of war .,POS,,story,1
"This story is heart wrenching , well told and not for the feint of heart as it deals with abuse that is beyond imagination .",NEG,,abuse,1
"This story is heart wrenching , well told and not for the feint of heart as it deals with abuse that is beyond imagination .",POS,heart,story,1
"This story is heart wrenching , well told and not for the feint of heart as it deals with abuse that is beyond imagination .",POS,well,story,1
"This story is heart wrenching , well told and not for the feint of heart as it deals with abuse that is beyond imagination .",POS,wrenching,story,1
This story is one of too many heartbreaking stories .,NEG,Heartbreaking,story,0
This story is so heart wrenching .,NEG,heart,story,0
This story is so heart wrenching .,NEG,so,story,0
This story is so heart wrenching .,NEG,wrenching,story,0
"This story was a heart wrenching one , but allowed the reader to realize that children in foster care can have unsurmountable problems because of abuse that marks and scars them permanently and no amount of love and care can repair the damage done , sometimes inflicted from infancy .",NEG,heart,story,0
"This story was a heart wrenching one , but allowed the reader to realize that children in foster care can have unsurmountable problems because of abuse that marks and scars them permanently and no amount of love and care can repair the damage done , sometimes inflicted from infancy .",NEG,wrenching,story,0
This story was difficult to read because of the damage done to the child .,NEG,,story,1
This story was so sad that I cried .,NEG,Sad,story,0
This story was so sad that I cried .,NEG,so,story,0
"This story was very well written , and tragic all at the same time .",NEG,tragic,story,0
"This story was very well written , and tragic all at the same time .",POS,very,story,0
"This story was very well written , and tragic all at the same time .",POS,well,story,0
"This suspenseful , entertaining mystery begins as a commuter plane crashes into an apartment house in California 's West San Fernando Valley , not far from the Deckers ' house , and bursts into flames .",POS,entertaining,mystery,0
This true story was so sad what some kids have to go through .,NEG,Sad,story,0
This true story was so sad what some kids have to go through .,NEG,so,story,0
This truly helped me to get to know this monster inside us all .,POS,,,1
"This was a compelling story that not only shares the story of an abused child , but that also shares the story of a foster parent .",POS,compelling,story,0
This was a first good attempt by Will Adams in his attempt at fiction .,POS,good,,0
This was a good ending to the trilogy .,POS,good,ending,0
This was a great little mystery set in Sweden .,POS,great,little,0
This was a great little mystery set in Sweden .,POS,great,mystery,0
This was a great read .,POS,great,,0
This was a great read that left me with more questions than answers concerning the overall plot of the series .,NEG,,,1
This was a great read that left me with more questions than answers concerning the overall plot of the series .,POS,great,,1
This was a hard one to put down .,POS,,,1
"This was a really interesting world to visit , but I would n't want to live there .",POS,interesting,world,0
"This was a really interesting world to visit , but I would n't want to live there .",POS,really,world,0
This was a sad detailed book about the Princess 's life from the man who loved with and served her till her death .,NEG,Sad,book,0
This was a very disappointing book .,NEG,disappointing,book,0
This was a very disappointing book .,NEG,very,book,0
This was a very good book .,POS,good,book,0
This was a very good book .,POS,very,book,0
This was a weakness in the story because she had constantly been pointing out that the Specks were not like the humans in how they dealt with each other and especially with their children.I 've said it throughout my reviews of this series but in the end it was a decent read but nothing spectacular .,NEG,,,1
This was a weakness in the story because she had constantly been pointing out that the Specks were not like the humans in how they dealt with each other and especially with their children.I 've said it throughout my reviews of this series but in the end it was a decent read but nothing spectacular .,NEG,,read,1
This was a weakness in the story because she had constantly been pointing out that the Specks were not like the humans in how they dealt with each other and especially with their children.I 've said it throughout my reviews of this series but in the end it was a decent read but nothing spectacular .,POS,decent,read,1
This was a well written account by a woman who truly cares .,POS,well,account,1
This was a well written account by a woman who truly cares .,POS,,woman,1
This was an entertaining and enjoyable read .,POS,enjoyable,,0
This was an entertaining and enjoyable read .,POS,entertaining,,0
This was an OK book .,NEU,OK,book,0
This was both interesting and a real brain teaser .,POS,interesting,,0
This was largely because Nevare 's inability to choose persisted well past the point of irrational and into the landscape of unrealistic .,NEG,,Nevare,1
This was my fifth Lackberg book and got fed up with sameness of plot and four letter words .,NEG,,plot,1
"This was nothing like those , and the Farseer books seem more similar to these than to the Liveship books , so I may have to consider that I just do n't actually like Robin Hobb as much as I 'd initially thought .",NEU,,Hobb,1
"This was nothing like those , and the Farseer books seem more similar to these than to the Liveship books , so I may have to consider that I just do n't actually like Robin Hobb as much as I 'd initially thought .",NEU,,Robin,1
"This was n't my favorite series by Hobb , but I surely applaud the endeavor.Renegade 's Magic was n't , to my mind , the best conclusion to any of her trilogies .",NEU,favorite,by,1
"This was n't my favorite series by Hobb , but I surely applaud the endeavor.Renegade 's Magic was n't , to my mind , the best conclusion to any of her trilogies .",NEU,favorite,Hobb,1
"This was n't my favorite series by Hobb , but I surely applaud the endeavor.Renegade 's Magic was n't , to my mind , the best conclusion to any of her trilogies .",NEU,favorite,series,1
"This was n't my favorite series by Hobb , but I surely applaud the endeavor.Renegade 's Magic was n't , to my mind , the best conclusion to any of her trilogies .",NEU,,endeavor.Renegade,1
"This was n't my favorite series by Hobb , but I surely applaud the endeavor.Renegade 's Magic was n't , to my mind , the best conclusion to any of her trilogies .",NEU,,Magic,1
"This was n't my favorite series by Hobb , but I surely applaud the endeavor.Renegade 's Magic was n't , to my mind , the best conclusion to any of her trilogies .",NEU,,'s,1
"This was n't my favorite series by Hobb , but I surely applaud the endeavor.Renegade 's Magic was n't , to my mind , the best conclusion to any of her trilogies .",POS,applaud,by,1
"This was n't my favorite series by Hobb , but I surely applaud the endeavor.Renegade 's Magic was n't , to my mind , the best conclusion to any of her trilogies .",POS,applaud,Hobb,1
"This was n't my favorite series by Hobb , but I surely applaud the endeavor.Renegade 's Magic was n't , to my mind , the best conclusion to any of her trilogies .",POS,applaud,series,1
"This was n't my favorite series by Hobb , but I surely applaud the endeavor.Renegade 's Magic was n't , to my mind , the best conclusion to any of her trilogies .",POS,surely,by,1
"This was n't my favorite series by Hobb , but I surely applaud the endeavor.Renegade 's Magic was n't , to my mind , the best conclusion to any of her trilogies .",POS,surely,Hobb,1
"This was n't my favorite series by Hobb , but I surely applaud the endeavor.Renegade 's Magic was n't , to my mind , the best conclusion to any of her trilogies .",POS,surely,series,1
This was so over the top it blatantly betrays the trust Diana placed in him .,NEG,over,,0
This was so over the top it blatantly betrays the trust Diana placed in him .,NEG,so,,0
This was so over the top it blatantly betrays the trust Diana placed in him .,NEG,the,,0
This was so over the top it blatantly betrays the trust Diana placed in him .,NEG,top,,0
"this was so well written that even tho it was a heartbreaking , tragic story I could hardly put it down .",NEG,heartbreaking,story,1
"this was so well written that even tho it was a heartbreaking , tragic story I could hardly put it down .",NEG,tragic,story,1
"this was so well written that even tho it was a heartbreaking , tragic story I could hardly put it down .",POS,so,,1
"this was so well written that even tho it was a heartbreaking , tragic story I could hardly put it down .",POS,well,,1
"this was so well written that even tho it was a heartbreaking , tragic story I could hardly put it down .",POS,,,1
This well written history of the human struggle to cure cancer is a review of centuries of political and scientific victories and defeats .,POS,well,history,0
"This will give a reader an understanding not just of cancer - it is excellent at accomplishing that - but of how things work , and don't , in medicine as a field .",POS,excellent,,1
