sentence,aspect,sentiment,subjectivity
the speakers are terrible and are probably the cheapest ones i have ever seen in a laptop so if your planning to listen to music i suggest you get something better.,speakers,negative,0
"so then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the price of a new one).",price,negative,0
i also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,touchpad,negative,0
i also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,mouse pointer,negative,0
i have had no problems with it unlike some hardware defects on past models.,hardware,negative,0
"either way, the keyboard is unsatisfactory.",keyboard,negative,0
"well, i have to say since i bought my mac, i won't ever go back to any windows.",windows,negative,0
"i took it in to the apple store and guess what? they fixed it, no cost out of pocket.",cost,negative,0
"4) laptop still did not work, blue screen within a week...",work,negative,0
"the only thing that isn't perfect about this netbook is the speakers, they are not loud at all but i expected that.",speakers,negative,0
"of course, i inspected the other netbooks and clearly their hinges are tighter and i even demonstrate the difference between my netbook and others.",hinges,negative,0
didn't work when shipped from walmart.com but went into a store and exchanged for a working laptop (same make/model).,work,negative,0
if this is an improvement in customer service then i would hate too see what it was before!,customer service,negative,0
"sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when i factor in all the money in that i wasted on geek squad and the latest patches to de-corrupt my infested pcs, it probably comes out about even anyhow.",expense,negative,0
"there is no cd drive on the computer, which defeats the purpose of keeping files on a cd.",cd drive,negative,0
"unfortunately, apple's quality has continued to slide.",quality,negative,0
sometimes you will be moving your finger and the pointer will not even move.,pointer,negative,0
"i would rate this computer at 5 stars, but considering it has a short life span i can only give it 1 and implore anyone looking at laptops to stay away from this machine.",life span,negative,0
the layout of the macbook is horrible and confusing;,layout,negative,0
was not happy with one of the programs on it.,one of the programs,negative,0
the first one sent: touchpad didn't work the second sent: usb didn't work the third sent: touchpad didn't work the fourth sent: hasn't arrived yet.,touchpad,negative,0
the first one sent: touchpad didn't work the second sent: usb didn't work the third sent: touchpad didn't work the fourth sent: hasn't arrived yet.,usb,negative,0
the first one sent: touchpad didn't work the second sent: usb didn't work the third sent: touchpad didn't work the fourth sent: hasn't arrived yet.,touchpad,negative,0
"only other thing is that if you are using this for document creation apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",office,negative,0
"only other thing is that if you are using this for document creation apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",word processor,negative,0
"  and at one point, they blame me for installing a bad memory stick when i upgrade my memory for the first time during my purchase of the laptop (i bought the memory stick they recomended).",memory stick,negative,0
"externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",keys,negative,0
"externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",keyboard,negative,0
"externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",button below the mouse pad,negative,0
"externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",screen,negative,0
"externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",paint,negative,0
the next time i had an issue my lightscribe wouldn't work.,lightscribe,negative,0
"the touchpad is extremely sensitive, which is the only drawback.",touchpad,negative,0
"they don t translate from a mac, even on word, resulting in a ton of run-on sentences.",word,negative,0
summary: they played games with me for the warranty period.,warranty period,negative,0
"in november my computer messed up entirely and wouldn't power on after intalling a windows update, i had to have my hd flashed and lost everything on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason i was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",hd,negative,0
"in november my computer messed up entirely and wouldn't power on after intalling a windows update, i had to have my hd flashed and lost everything on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason i was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",drivers,negative,0
"overall : poor, features: average, performance: poor, battery life: excellent, price-value: poor",performance,negative,0
"overall : poor, features: average, performance: poor, battery life: excellent, price-value: poor",price,negative,0
"overall : poor, features: average, performance: poor, battery life: excellent, price-value: poor",value,negative,0
microsoft seems to be unable to keep up with repairs for the multitude of windows problems.,windows,negative,0
after much effort and 10 days asus replaced itthe wifi is very weak.,wifi,negative,0
", applications respond immediately (not like the tired ms applications).",ms applications,negative,0
"the only drawback for me is how dirty the screen gets, and rather quickly too.",screen,negative,0
i also did not like the loud noises it made or how the bottom of the computer would get really hot.,noises,negative,0
i also did not like the loud noises it made or how the bottom of the computer would get really hot.,bottom of the computer,negative,0
defective software.,software,negative,0
this computer was so challenging to carry and handle.,carry,negative,0
this computer was so challenging to carry and handle.,handle,negative,0
cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,cords,negative,0
cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,power,negative,0
cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,headphones,negative,0
cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,mic,negative,0
cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,network connection,negative,0
cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,setup,negative,0
cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,cords,negative,0
cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,cords,negative,0
unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,power supply,negative,0
not to mention sometimes the whole charger unit will decide not to work entirely.,charger unit,negative,0
"looks nice, but has a horribly cheap feel.",feel,negative,0
"i have other computers that get strong signals that don't drop in places that this ""net""book loses its signal.",signal,negative,0
"also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.",edges,negative,0
"called acer many times, they want me to pay the shipping to ship it to their repair center - i was very disappointed since it is a brand new computer!",shipping,negative,0
"anyway, in early july of this year, the dvd burner stopped working, and the computer stared having issues with power supply.",dvd burner,negative,0
"anyway, in early july of this year, the dvd burner stopped working, and the computer stared having issues with power supply.",power supply,negative,0
had some trouble finding a case that it would fit in.,case,negative,0
this computer that i have has had issues with the keyboard where it lost half the keyboard functions.,keyboard,negative,0
this computer that i have has had issues with the keyboard where it lost half the keyboard functions.,keyboard functions,negative,0
computer has been at service facility more than in my hands.,service facility,negative,0
  even though i had the receipt in front of me proving it still had 2 months left on the warranty.,warranty,negative,0
"my computer froze on several occasion, had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all.",buttons,negative,0
not even safe mode boots.,safe mode,negative,0
"this is an over-sized, 18-inch laptop.",18-inch,negative,0
i had to pay $100 for a universal charger for this cheap $300 laptop.,universal charger,negative,0
1.you can not change your desktop background (window's 7 starter does not support that function).,desktop background,negative,0
1.you can not change your desktop background (window's 7 starter does not support that function).,window's 7 starter,negative,0
1.you can not change your desktop background (window's 7 starter does not support that function).,function,negative,0
"took me 11 hours, 3 trips to different fedex offices, and brutal conversations with 14 of the worse it support technicians in the world.",it support technicians,negative,0
then after 4 or so months the charger stopped working so i was forced to go out and buy new hardware just to keep this computer running.,charger,negative,0
then after 4 or so months the charger stopped working so i was forced to go out and buy new hardware just to keep this computer running.,hardware,negative,0
"as usual at customer service center, she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague (i could see them).",customer service center,negative,0
the screen gets smeary and dusty very quickly and it's very noticeable.,screen,negative,0
strengths:well-shaped weaknesses:a bad videocard!,videocard,negative,0
you can't even get a satellite card which is why i bought to begin with.,satellite card,negative,0
"the battery life, before the battery completely died of course, left much to be desired.",battery life,negative,0
"the battery life, before the battery completely died of course, left much to be desired.",battery,negative,0
"  worse, for the price i could get a *netbook* that outperforms this machine.",price,negative,0
it did not have all the features i expected it to have.,features,negative,0
"no luck, although i waited for hours on the phone-visited machouse, they stated the their call center is down due to too many phonecalls (difficult to believe).",call center,negative,0
"i spoke with a service rep at micro center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!",power adapter,negative,0
"i love this program, it is superior to windows movie maker.",windows movie maker,negative,0
he has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.,hard drive,negative,0
he has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.,antivirus software,negative,0
it seemed to be a very nice laptop except i was not able to load my garmin gps software or microsoft office 2003.,garmin gps software,negative,0
it seemed to be a very nice laptop except i was not able to load my garmin gps software or microsoft office 2003.,microsoft office 2003,negative,0
i've also had to have the keyboard replaced at my expense.,keyboard,negative,0
"i had the staff telling me older version did not make the fan noise cause it is a ""different"" computer.",staff,negative,0
"i had the staff telling me older version did not make the fan noise cause it is a ""different"" computer.",fan noise,negative,0
"also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.",screen,negative,0
"i had to adjust my mousepad sensitivity, because it is very sensitive.",mousepad sensitivity,negative,0
"i wish iwork or ms office came with the mac, but ms office doesn't even come with most pc laptops.",iwork,negative,0
"i wish iwork or ms office came with the mac, but ms office doesn't even come with most pc laptops.",ms office,negative,0
"i wish iwork or ms office came with the mac, but ms office doesn't even come with most pc laptops.",ms office,negative,0
keyboard is plastic and spongey feeling.,keyboard,negative,0
because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened.,hinge,negative,0
"can't close the 2nd hdd bay since there are brackets you have to break off (even then, it still doesn't shut) that could be a major flaw for the dual hdd user.",hdd bay,negative,0
no tutorials on the display.,tutorials,negative,0
"thus, when you carry it at a slanted angle, the screen will ""topple"" or ""slide"" down, if you understand what i mean.",screen,negative,0
i charge it at night and skip taking the cord with me because of the good battery life.,cord,neutral,1
"the tech guy then said the service center does not do 1-to-1 exchange and i have to direct my concern to the ""sales"" team, which is the retail shop which i bought my netbook from.",tech guy,neutral,1
" one night i turned the freaking thing off after using it, the next day i turn it on, no gui, screen all dark, power light steady, hard drive light steady and not flashing as it usually does.",power light,neutral,1
i took it back for an asus and same thing- blue screen which required me to remove the battery to reset.,battery,neutral,1
"however, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).",external mouse,neutral,1
"however, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).",gaming,neutral,1
when i finally had everything running with all my software installed i plugged in my droid to recharge and the system crashed.,software,neutral,1
"i also got the added bonus of a 30"" hd monitor, which really helps to extend my screen and keep my eyes fresh!",screen,neutral,1
"in desparation, i called their customer service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",customer service number,neutral,1
there also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.,drivers,neutral,1
spent 2 hours on phone with hp technical support.,hp technical support,neutral,1
nightly my computer defrags itself and runs a virus scan.,virus scan,neutral,1
it's just as fast with one program open as it is with sixteen open.,program,neutral,1
the fact that you can spend over $100 on just a webcam underscores the value of this machine.,webcam,neutral,1
"i mainly use it for email, internet, and managing personal files (pics, vids, etc.).",internet,neutral,1
"i mainly use it for email, internet, and managing personal files (pics, vids, etc.).",managing personal files,neutral,1
i also enjoy the fact that my macbook pro laptop allows me to run windows 7 on it by using the vmware program.,vmware program,neutral,1
"i wanted to purchase the extended warranty and they refused, because they knew it was trouble.",extended warranty,neutral,1
we upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,memory,neutral,1
"it has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",gaming,neutral,1
"it has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",movie playing,neutral,1
"it has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",web browsing,neutral,1
"it has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",word editing,neutral,1
"i also purchased office max's ""max assurance"" with the ""no lemon"" clause.","office max's ""max assurance""",neutral,1
i eventually did the migration from my imac backup disc which uses usb.,imac backup disc,neutral,1
i eventually did the migration from my imac backup disc which uses usb.,usb,neutral,1
temperatures on the outside were alright but i did not track in core processing unit temperatures.,temperatures,neutral,1
temperatures on the outside were alright but i did not track in core processing unit temperatures.,core processing unit temperatures,neutral,1
going to bring it to service today.,service,neutral,1
"so, i paid a visit to lg notebook service center at alexandra road, hoping they can make the hinge tighter.",lg notebook service center,neutral,1
"my daughter uses it for games, email, facebook, pictures and music.",games,neutral,1
after about a week i finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,motherboard,neutral,1
"it had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",use,neutral,1
"if you really want a bang-up system and don't need to run windows applications, go with an apple;",windows applications,neutral,1
it weighed like seven pounds or something like that.,weighed,neutral,1
it weighed like seven pounds or something like that.,seven pounds,neutral,1
you may need to special order a bag.,bag,neutral,1
i thought the white mac computers looked dirty too quicly where you use the mousepad and where you place your hands when typing.,mousepad,neutral,1
"no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.",hard drive,neutral,1
"no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.",motherboard,neutral,1
) i also tried the touch pad and compared it to other netbooks in the store.,touch pad,neutral,1
my favorite part of this computer is that it has a vga port so i can connect it to a bigger screen.,screen,neutral,1
is this partially due to the fact that it is running windows vista?,windows vista,neutral,1
"size: i know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",external monitor,neutral,1
  after that the said it was under warranty.,warranty,neutral,1
if you check you will find the same notebook with the above missing ports and a dual core amd or intel processor.,ports,neutral,1
if you check you will find the same notebook with the above missing ports and a dual core amd or intel processor.,processor,neutral,1
i bought a protector for my key pad and it works great :),protector,neutral,1
i had purchased it from a major electronics store and took it to their service department to find out what the problem was.,service department,neutral,1
i always use a backup hard disk to store important files at all times.,hard disk,neutral,1
but the screen size is not that bad for email and web browsing.,web browsing,neutral,1
once i removed all the software the laptop loads in 15-20 seconds.,loads,neutral,1
on my powerbook g4 i would never use the trackpad i would use an external mouse because i didn't like the trackpad.,external mouse,neutral,1
"obviously one of the most important features of any computer is the ""human interface.",features,neutral,1
"obviously one of the most important features of any computer is the ""human interface.",human interface,neutral,1
"with a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",antivirus software,neutral,1
"with a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",firewall,neutral,1
"i think part of the problem with this computer is vista, yet i know vista isn't the entire issue because my latest purchase was my acer and it also has vista (i should have waited the few months to get the next operating system).",operating system,neutral,1
"fan vents to the side, so no cooling pad needed, great feature!",cooling pad,neutral,1
my wireless system would not recognize windows 7 and i couldn't get online to find out why.,windows 7,neutral,1
i need graphic power to run my adobe creative apps efficiently.,graphic power,neutral,1
i need graphic power to run my adobe creative apps efficiently.,adobe creative apps,neutral,1
"  upon giving them the serial number the first thing i was told, was that it was out of warranty and i could pay to have it repaired.",warranty,neutral,1
that system is fixed.,system,neutral,1
"this is likely due to poor grounding and isolation between the components, and i'm hoping that it can be fixed with a ground loop isolator, but i still expected better product quality for this price range.",ground loop isolator,neutral,1
i 'have had it for about a 1 1/2 and yes i have had an issue with it one month out of warranty.,warranty,neutral,1
loaded with bloatware.,bloatware,neutral,1
"great laptop for the price, works well with action pack games.",action pack games,neutral,1
the games included are very good games.,games,neutral,1
"however, i may have inadvertently thrown out one of the batteries with the shipping carton.",batteries,neutral,1
"however, i may have inadvertently thrown out one of the batteries with the shipping carton.",shipping carton,neutral,1
"the processor screams, and because of the unique way that apple osx 16 functions, most of the graphics are routed through the hardware rather than the software.",hardware,neutral,1
"the processor screams, and because of the unique way that apple osx 16 functions, most of the graphics are routed through the hardware rather than the software.",software,neutral,1
i wanted something that had a new intel core processors and hdmi port so that we could hook it up directly to our tv.,intel core processors,neutral,1
i wanted something that had a new intel core processors and hdmi port so that we could hook it up directly to our tv.,hdmi port,neutral,1
"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.",usb ports,neutral,1
"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.",sd memory card reader,neutral,1
"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.",sd memory car expansion,neutral,1
"i connect a lacie 2big external drive via the firewire 800 interface, which is useful for time machine.",lacie 2big external drive,neutral,1
"i connect a lacie 2big external drive via the firewire 800 interface, which is useful for time machine.",time machine,neutral,1
"upgrading from windows 7 starter, thru windows 7 home premium, to windows 7 professional was a snap;",windows 7 starter,neutral,1
"upgrading from windows 7 starter, thru windows 7 home premium, to windows 7 professional was a snap;",windows 7 home premium,neutral,1
"upgrading from windows 7 starter, thru windows 7 home premium, to windows 7 professional was a snap;",windows 7 professional,neutral,1
my kids (and dogs) destroyed two power cords by pulling on them.,power cords,neutral,1
not using wired lan not sure what thats about.,wired lan,neutral,1
apple care included.,apple care,neutral,1
"finally, i should note that i took the 2gb ram stick from my old eeepc and installed it before i even powered on for the first time.",2gb ram stick,neutral,1
"after sending out documents via email and having recipients tell me they could not open the documents or they came through as gibberish, i broke down and spent another $100 to get microsoft word for mac.",microsoft word for mac,neutral,1
"i love the dock where i can simply drop a file ontop of a particular program, and the program will simply open that file.",program,neutral,1
i needed a driver for my hp and they would not help me with out me paying over $50 for it.,driver,neutral,1
"call tech support, standard email the form and fax it back in to us.",tech support,neutral,1
"there are several programs for school or office use (pages, numbers, keynote, etc.), music (garageband), photo management (photo booth, iphoto), video-editing or movie-making (imovie), etc.",programs,neutral,1
"there are several programs for school or office use (pages, numbers, keynote, etc.), music (garageband), photo management (photo booth, iphoto), video-editing or movie-making (imovie), etc.",garageband,neutral,1
"there are several programs for school or office use (pages, numbers, keynote, etc.), music (garageband), photo management (photo booth, iphoto), video-editing or movie-making (imovie), etc.",photo booth,neutral,1
"there are several programs for school or office use (pages, numbers, keynote, etc.), music (garageband), photo management (photo booth, iphoto), video-editing or movie-making (imovie), etc.",iphoto,neutral,1
"there are several programs for school or office use (pages, numbers, keynote, etc.), music (garageband), photo management (photo booth, iphoto), video-editing or movie-making (imovie), etc.",imovie,neutral,1
"there are several programs for school or office use (pages, numbers, keynote, etc.), music (garageband), photo management (photo booth, iphoto), video-editing or movie-making (imovie), etc.",video-editing,neutral,1
"there are several programs for school or office use (pages, numbers, keynote, etc.), music (garageband), photo management (photo booth, iphoto), video-editing or movie-making (imovie), etc.",movie-making,neutral,1
"there are several programs for school or office use (pages, numbers, keynote, etc.), music (garageband), photo management (photo booth, iphoto), video-editing or movie-making (imovie), etc.",photo management,neutral,1
"there are several programs for school or office use (pages, numbers, keynote, etc.), music (garageband), photo management (photo booth, iphoto), video-editing or movie-making (imovie), etc.",music,neutral,1
"there are several programs for school or office use (pages, numbers, keynote, etc.), music (garageband), photo management (photo booth, iphoto), video-editing or movie-making (imovie), etc.",pages,neutral,1
"there are several programs for school or office use (pages, numbers, keynote, etc.), music (garageband), photo management (photo booth, iphoto), video-editing or movie-making (imovie), etc.",numbers,neutral,1
"there are several programs for school or office use (pages, numbers, keynote, etc.), music (garageband), photo management (photo booth, iphoto), video-editing or movie-making (imovie), etc.",keynote,neutral,1
"there are several programs for school or office use (pages, numbers, keynote, etc.), music (garageband), photo management (photo booth, iphoto), video-editing or movie-making (imovie), etc.",school or office use,neutral,1
"i have no idea how to burn cd's or to use the web cam, just for starters.",web cam,neutral,1
"i have no idea how to burn cd's or to use the web cam, just for starters.",burn cd's,neutral,1
"for the bluetooth to work properly, you must install the launch manager on the drivers/applications dvd, or it will not show after the reload.",bluetooth,neutral,1
"for the bluetooth to work properly, you must install the launch manager on the drivers/applications dvd, or it will not show after the reload.",drivers/applications dvd,neutral,1
"for the bluetooth to work properly, you must install the launch manager on the drivers/applications dvd, or it will not show after the reload.",launch manager,neutral,1
the switchable graphic card is pretty sweet when you want gaming on the laptop.,gaming,neutral,1
i bought this notebook and only had it for 3 months if it is overload with updates the boot mgr.,boot mgr,neutral,1
"also, hdd secures inside using rails, and there is only one set on the main hard drive.",rails,neutral,1
"also, hdd secures inside using rails, and there is only one set on the main hard drive.",hard drive,neutral,1
my sister has the same mac as me and she is in a band and uses garageband to record and edit.,garageband,neutral,1
they say that this will invalidate the warranty on the hard drive (i don't really understand why but anyway).,hard drive,neutral,1
"even so, i like playing online games, so it was wonderful that there is a feature where i can dualboot windows.",games,neutral,1
"i noticed windows has a new system called windows 7, what about us vista users?  they should get all the bugs out of vista before investing in a new system.",windows 7,neutral,1
"i noticed windows has a new system called windows 7, what about us vista users?  they should get all the bugs out of vista before investing in a new system.",vista,neutral,1
"i noticed windows has a new system called windows 7, what about us vista users?  they should get all the bugs out of vista before investing in a new system.",windows,neutral,1
"when we bought our new hp comouter in dec. of 2008, we wanted windows xp, but were told it would cost an extra $159, so we went with vista.",vista,neutral,1
  but i needed a laptop for school use.,school use,neutral,1
i would like at least a 4 hr. battery life.,battery life,neutral,1
"  long story short, since i experience so many problems with my laptop every since i bought it from day one, i didn't ask for a new laptop or a refund of what i pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.",warranty,neutral,1
another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,costed,neutral,1
"they said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not sony itself anymore.",extended warranty,neutral,1
"they said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not sony itself anymore.",extended warranties,neutral,1
"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",performance,neutral,1
hp said it was out of warranty.,warranty,neutral,1
i like those programs better than office and you can save your files to be completely compatible with the office programs as well.,office programs,neutral,1
"  until i bought the dell, i thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",size,neutral,1
"  until i bought the dell, i thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",software,neutral,1
"  until i bought the dell, i thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",hardware,neutral,1
"however, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the lcd).",lcd,neutral,1
it is easy to go from one keyboard to another.,keyboard,neutral,1
has a 5-6 hour battery life.,battery life,neutral,1
"i run dreamweaver, final cut pro 7, photoshop, safari, firefox, msn messenger and a few other applications constantly at the same time.",applications,neutral,1
"i run dreamweaver, final cut pro 7, photoshop, safari, firefox, msn messenger and a few other applications constantly at the same time.",dreamweaver,neutral,1
"i run dreamweaver, final cut pro 7, photoshop, safari, firefox, msn messenger and a few other applications constantly at the same time.",final cut pro 7,neutral,1
"i run dreamweaver, final cut pro 7, photoshop, safari, firefox, msn messenger and a few other applications constantly at the same time.",photoshop,neutral,1
"i run dreamweaver, final cut pro 7, photoshop, safari, firefox, msn messenger and a few other applications constantly at the same time.",safari,neutral,1
"i run dreamweaver, final cut pro 7, photoshop, safari, firefox, msn messenger and a few other applications constantly at the same time.",firefox,neutral,1
"i run dreamweaver, final cut pro 7, photoshop, safari, firefox, msn messenger and a few other applications constantly at the same time.",msn messenger,neutral,1
ive had to call tech support many times.,tech support,neutral,1
"i paid for extra memory and the 17-inch screen, as well as the top of the line dvd and cd burners.",memory,neutral,1
"i paid for extra memory and the 17-inch screen, as well as the top of the line dvd and cd burners.",17-inch screen,neutral,1
the case is carved out of a single block of aluminum.,case,neutral,1
and plenty of storage with 250 gb(though i will upgrade this and the ram..),ram,neutral,1
i took it to friend who temporarily fixed it and i finally paid about 1500 for the extended warranty.,extended warranty,neutral,1
with windows laptops a wireless mouse is an absolute must.,wireless mouse,neutral,1
"(i had been a windows/linux user before this) i love the size because the screen is big enough for what i use it for (internet, artwork), and yet it is small enough to be reasonably portable.",windows,neutral,1
"(i had been a windows/linux user before this) i love the size because the screen is big enough for what i use it for (internet, artwork), and yet it is small enough to be reasonably portable.",linux,neutral,1
but if you're willing to pay another 200 dollar for a windows disc.,windows disc,neutral,1
my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,video card,neutral,1
it had the full sized touch pad with 2 buttons instead of just one.,touch pad,neutral,1
"typically, when i purchase a new laptop i always end up using an external mouse for convenience.",external mouse,neutral,1
of course my warranty runs out next month.,warranty,neutral,1
"(if you ever see the spinning beachball come up when you think it shouldn't, check the ""activity monitor"" app to see if the disk throughput has temporarily dropped to zero.",disk throughput,neutral,1
  i will definitely be getting a new laptop if it has any more issues after the warranty expires and researching carefully when i do so i don't run accross a situation like this again!,warranty,neutral,1
"the touchpad is very intuitive, so much so that i never want to use buttons to click again!",buttons,neutral,1
the processor is very quick and effective as i load webpages and applications.,applications,neutral,1
the processor is very quick and effective as i load webpages and applications.,webpages,neutral,1
"i wiped nearly everything off of it, installed openoffice and firefox, and i am operating an incredibly efficient and useful machine for a great price.",openoffice,neutral,1
"i wiped nearly everything off of it, installed openoffice and firefox, and i am operating an incredibly efficient and useful machine for a great price.",firefox,neutral,1
pay attention to the specs if you want these options.,specs,neutral,1
it's also very capable of doing moderate video editing (although you may need the performance boost of the larger macbook pros for heavy duty mobile video editing).,mobile video editing,neutral,1
processor - when compared to my 3 week old early 2011 edition there i barely experience any difference in performance (2.3 ghz v/s 2.4 ghz).,processor,neutral,1
processor - when compared to my 3 week old early 2011 edition there i barely experience any difference in performance (2.3 ghz v/s 2.4 ghz).,performance,neutral,1
"i don't have stupid pop up windows (even when i have pop ups blocked), i don't have to wait 5 minutes for a webpage to download, and best of all i can run all the web programming software i need to use all at once without slowing me down.",pop ups,neutral,1
the large screen also helps when you are working in design based programs like adobe creative suite.,design based programs,neutral,1
the large screen also helps when you are working in design based programs like adobe creative suite.,adobe creative suite,neutral,1
second hdd cover has walls inside that need to be broken if you what to install one.,hdd cover,neutral,1
if you want more information on macs i suggest going to apple.com and heading towards the macbook page for more information on the applications.,applications,neutral,1
i will have to purchase spy ware or nortell for privacy protection.,spy ware,neutral,1
i will have to purchase spy ware or nortell for privacy protection.,nortell,neutral,1
the only thing i wish is the 15 inch macbook pro has much better speakers on the side of the keyboard.,keyboard,neutral,1
"the only thing i didn't learn in my research was the software i would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.",software,neutral,1
"so, the hard disk capacity really doesn't matter to me.",hard disk capacity,neutral,1
"if internet connectivity is important i would recommend going with a dell net book for 50 bucks more, or buy a usb wireless card.",internet connectivity,neutral,1
"if internet connectivity is important i would recommend going with a dell net book for 50 bucks more, or buy a usb wireless card.",usb wireless card,neutral,1
"i do not experience a lot of heat coming out of it, however i would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.",stand,neutral,1
"i am not much of a computer techie, so i can understand some of the internal problems, though i do have trend micro as an antiviral program.",trend micro,neutral,1
"i am not much of a computer techie, so i can understand some of the internal problems, though i do have trend micro as an antiviral program.",antiviral program,neutral,1
i've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.,usb port wires,neutral,1
it is speedy when connected wirelessly to any network regardless if the connection is weak or not.,connection,neutral,1
"it's graphics aren't bad at all, for the lower end of the macbook pro spectrum, easily capable of running starcraft ii and other games with comparable graphics.",graphics,neutral,1
but there's this application called boot camp which allows you to add another os x like windows.,application,neutral,1
but there's this application called boot camp which allows you to add another os x like windows.,os x,neutral,1
