sentence,aspect,sentiment,subjectivity
"when asked, we had to ask more detailed questions so that we knew what the specials were.",specials,neutral,1
this is a consistently great place to dine for lunch or dinner.,lunch,neutral,1
this is a consistently great place to dine for lunch or dinner.,dinner,neutral,1
after really enjoying ourselves at the bar we sat down at a table and had dinner.,table,neutral,1
after really enjoying ourselves at the bar we sat down at a table and had dinner.,dinner,neutral,1
i grew up eating dosa and have yet to find a place in ny to satisfy my taste buds.,dosa,neutral,1
one thing i liked about this place is that i never felt rushed or pressured to give up my table ot incoming guests.,table,neutral,1
"dip the ingredients in with your chopsticks, swirl them around, and eat.",ingredients,neutral,1
"dip the ingredients in with your chopsticks, swirl them around, and eat.",chopsticks,neutral,1
"the cuisine from what i've gathered is authentic taiwanese, though its very different from what i've been accustomed to in taipei.",cuisine,neutral,1
our server checked on us maybe twice during the entire meal.,meal,neutral,1
"i have tried to make reservations, but both times, the hostess didn't have my name.",reservations,neutral,1
some baby pizzas get their wish.,baby pizzas,neutral,1
vt is what baby pizzas hope to be when they grow up.,baby pizzas,neutral,1
the wine selection (by the glass and bottle) is wonderful and i always recommend that friends make a reservation if they're going to be in town.,reservation,neutral,1
"yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",crust,neutral,1
"food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",food,neutral,1
but who says murray's is anything about service.,service,neutral,1
"first off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.",tables,neutral,1
i went there in late afternoon for some bite size food and refreshment with my date.,food,neutral,1
i went there in late afternoon for some bite size food and refreshment with my date.,refreshment,neutral,1
i had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,reservation,neutral,1
what came to our table was burned beyond recognition and stringy.,table,neutral,1
"so i've never actually been to m proper, but i've had it delivered a few times.",delivered,neutral,1
"a narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",entrees,neutral,1
"lunch came with pickles and slaw, no extra charge.",pickles and slaw,neutral,1
okay service.,service,neutral,1
the soup for the udon was soy sauce and water.,soy sauce,neutral,1
the soup for the udon was soy sauce and water.,water,neutral,1
the waitress suggested glasses of wine that went very well with the food.,food,neutral,1
"i am not the most experienced person when it comes to thai food, but my friend who took me there is.",thai food,neutral,1
i recently went to this restaurant with some co-workers for lunch and had an amazing time.,lunch,neutral,1
"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",menu,neutral,1
"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",meal,neutral,1
"get your food to go, find a bench, and kick back with a plate of dumplings.",food,neutral,1
"we were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",sangria,neutral,1
"we were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,neutral,1
"we were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,neutral,1
this is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,dinner meeting,neutral,1
"but, nothing stands out about the cooking.",cooking,neutral,1
i've been here 3 times for lunch and it is one of my favorites in the city.,lunch,neutral,1
"i had their eggs benedict for brunch, which were the worst in my entire life, i tried removing the hollandaise sauce completely that was how failed it was.",brunch,neutral,1
"the menu looked good, except for offering the chilean sea bass, but the server does not offer up the specials that were written on the board outside.",specials,neutral,1
"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.",wine,neutral,1
"it costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",rice,neutral,1
"when he finally did, he was unable to make a gin and tonic -- couldn't find tonic.",gin and tonic,neutral,1
"when he finally did, he was unable to make a gin and tonic -- couldn't find tonic.",tonic,neutral,1
"the service is ok, some of the people didn't get what they asked for.",service,neutral,1
i recommend getting a reservation even though we saw people seated without one.,reservation,neutral,1
the only thing i moderately enjoyed was their grilled chicken special with edamame puree.,grilled chicken special with edamame puree,neutral,1
i went to del frisco's friday night with my boyfriend for an 8:00 reservation.,reservation,neutral,1
yourself a favor and have dinner here and see if you don't agree with me.,dinner,neutral,1
very popular style izakaya (sake and small portion of sake friendly dishes ).,portion,neutral,1
"they are tasty, but i suggest only eating one with meat because they tend not to mesh that well with the average american digestive system.",meat,neutral,1
instead of wasting your time here: support restaurants that care about food.,food,neutral,1
"the man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were booths open all around).",table,neutral,1
as we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,containers,neutral,1
"decor is nice and minimalist, food simple yet very well presented and cooked, and the wine list matches the food very well.",food,neutral,1
"i had the salmon dish and while it was fine, for the price paid, i expected it to have some type of flavor.",price,neutral,1
we ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,cheese,neutral,1
the bill is approximately $25 for 2 at lunch without drinks.,bill,neutral,1
the bill is approximately $25 for 2 at lunch without drinks.,lunch,neutral,1
the bill is approximately $25 for 2 at lunch without drinks.,drinks,neutral,1
"the food is great, service is ok.",service,neutral,1
also make sure you pay attention to the music being piped in - quite a weird selection.,music,neutral,1
went there and had a combination of different seafood dishes and appetizers.,seafood dishes,neutral,1
went there and had a combination of different seafood dishes and appetizers.,appetizers,neutral,1
its a great place for a casual date or to entertain clients for lunch.,lunch,neutral,1
all we received was an apology as we left to see our show without dinner.,dinner,neutral,1
the table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,bottle of wine,neutral,1
the table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,grapes,neutral,1
usually 3 vs. 4 items per dish.,dish,neutral,1
"while certain staples are excellent (the burger, some of the pastas), the food is not really the point.",food,neutral,1
"the dim sum was so-so, but not spectacular.",dim sum,neutral,1
the food was so-so.,food,neutral,1
threw my fiance's surprise 30th birthday dinner here couldn't be happier.,dinner,neutral,1
"for some reason, all the seafood on the menu was unavailable except for the salmon.",salmon,neutral,1
"the music does get a little loud at times, but it just made me want to lean closer to my beautiful wife, and as i did, i got a whiff of coriander.",coriander,neutral,1
after passing by this restaurant for sometime i finally decided to go in and have dinner.,dinner,neutral,1
i ordered the chu chu curry and my friend ordered the pad thai chicken.,chu chu curry,neutral,1
i ordered the chu chu curry and my friend ordered the pad thai chicken.,pad thai chicken,neutral,1
we go on mondays for the prix fixe and our experience with the food has been comparable to blue ribbon.,food,neutral,1
we go on mondays for the prix fixe and our experience with the food has been comparable to blue ribbon.,prix fixe,neutral,1
"also good for client lunch meetings, esp.",lunch meetings,neutral,1
i have been to spice three times- twice during lunch and once at dinner.,lunch,neutral,1
i have been to spice three times- twice during lunch and once at dinner.,dinner,neutral,1
i don't usually order wine with indian so i can't comment on their wine list or their wines.,wine,neutral,1
i don't usually order wine with indian so i can't comment on their wine list or their wines.,indian,neutral,1
i don't usually order wine with indian so i can't comment on their wine list or their wines.,wine list,neutral,1
i don't usually order wine with indian so i can't comment on their wine list or their wines.,wines,neutral,1
"the food was just ok, at least for what food was available.",food,neutral,1
"we didn't even see a menu, as our waiter described both the specials and the main dishes.",menu,neutral,1
"we didn't even see a menu, as our waiter described both the specials and the main dishes.",main dishes,neutral,1
"we didn't even see a menu, as our waiter described both the specials and the main dishes.",specials,neutral,1
the location and ambience is ok but the food is what makes up for it.,location,neutral,1
the location and ambience is ok but the food is what makes up for it.,ambience,neutral,1
"two people in our party felt like something else, and volare immediately obliged with two great dishes that were not in their regular menu.",menu,neutral,1
"the second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",door,neutral,1
"the food is ok, but not any better than what you get at a good neighborhood restaurant.",food,neutral,1
"we went here for lunch a couple of weeks ago on a saturday, and i was thoroughly impressed with the food.",lunch,neutral,1
"as we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",waiter,neutral,1
"the menu was impressive with selections ranging from a burger, to steak, to escargot.",burger,neutral,1
"the menu was impressive with selections ranging from a burger, to steak, to escargot.",steak,neutral,1
"the menu was impressive with selections ranging from a burger, to steak, to escargot.",escargot,neutral,1
it took them 25 minutes to bring our appetizer.,appetizer,neutral,1
pair you food with the excellent beers on tap or their well priced wine list.,food,neutral,1
"but, they were too big for the bun.",bun,neutral,1
"oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",seating in the garden,neutral,1
"oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available.",seats,neutral,1
although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,water,neutral,1
"we ate here in march, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",pre-theatre 3-course dinner,neutral,1
"we ate here in march, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",wine flight,neutral,1
"probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",lunch,neutral,1
"probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",dinner,neutral,1
it takes forever to get a drink and they almost always forget to bring something (although they don't forget to charge you for it.,drink,neutral,1
"also, top the meal with a delicious and perfect slice of tiramisu.",meal,neutral,1
i was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,diner,neutral,1
"we've only eaten in the restaurant once, but we have ordered many times for dinner.",dinner,neutral,1
prices are in line.,prices,neutral,1
i had filet mignon with garlic mash.,filet mignon with garlic mash,neutral,1
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the peter's favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",margarite pizza with cold prosciutto and baby arugula on top,neutral,1
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the peter's favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",salad,neutral,1
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the peter's favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.",peter's favourite pizza with prosciutto and baby arugula,neutral,1
"have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.",diners,neutral,1
"while this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely indian without being heavy or same old restaurant burnouts.",cuisine,neutral,1
"the photobook menu was a cute touch, certainly helped my group and i pick the fried chicken, pork chop, and noodle dishes that we all ordered.",fried chicken,neutral,1
"the photobook menu was a cute touch, certainly helped my group and i pick the fried chicken, pork chop, and noodle dishes that we all ordered.",pork chop,neutral,1
"the photobook menu was a cute touch, certainly helped my group and i pick the fried chicken, pork chop, and noodle dishes that we all ordered.",noodle dishes,neutral,1
i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,open faced cheese sandwich,neutral,1
"if this happens, just ask for real naan.",naan,neutral,1
the food is reliable and the price is moderate.,price,neutral,1
the server was really cool and served us our food and drinks with a smile.,food,neutral,1
the server was really cool and served us our food and drinks with a smile.,drinks,neutral,1
we were in search of food and stumbled on this block of indian restaurants on east sixth street.,food,neutral,1
we were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,wait,neutral,1
"the table service could have been a little more attentive but as someone who also works in the service industry, i understood they were busy.",service,neutral,1
"it's not mind-blowing, but to me, thai food never is and never will be.",thai food,neutral,1
nicky the nose at the bar is a treat.,bar,neutral,1
the plain pizza was soggy and the creative wild mushroom(third generation fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothing on the rest.,truffle oil,neutral,1
went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,reservation sigh,neutral,1
"a large is $20, and toppings are about $3 each.",toppings,neutral,1
"growing up in ny, i have eaten my share of bagels.",bagels,neutral,1
the scallion pancakes and fried dumplings were nothing out of the ordinary.,scallion pancakes,neutral,1
the scallion pancakes and fried dumplings were nothing out of the ordinary.,fried dumplings,neutral,1
i was pretty much full after our fondue appetizer.,fondue appetizer,neutral,1
be careful before you request extra spice.,spice,neutral,1
went there for an office lunch.,office lunch,neutral,1
"meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",meat dishes,neutral,1
did i mention the wine?,wine,neutral,1
the dim sum servings here are a bit larger than i'm used to.,dim sum servings,neutral,1
"however, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",management,neutral,1
"after dinner, take your date to the huge dance floor, probably one of the biggest you'll see in ny.",dinner,neutral,1
has the chef and owner changed???,chef,neutral,1
has the chef and owner changed???,owner,neutral,1
"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best, freshly baked bread!",toppings,neutral,1
kalbi and nebbiolo do work together.,kalbi,neutral,1
kalbi and nebbiolo do work together.,nebbiolo,neutral,1
"looking around, i saw a room full of new yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",room,neutral,1
they don't walk around with the trays of dim sum.,trays of dim sum,neutral,1
we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,dessert,neutral,1
we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,bill,neutral,1
"i had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",priced,neutral,1
"after 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",beers,neutral,1
"first the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course.",appetizer,neutral,1
"first the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course.",glass of wine,neutral,1
"first the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course.",main course,neutral,1
make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to time square.,reservation,neutral,1
they don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,thai,neutral,1
other appetizers and food,appetizers,neutral,1
other appetizers and food,food,neutral,1
also a little more expensive than your average bagel place.,bagel,neutral,1
"when my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occasion of some sort.",dessert,neutral,1
there is also very limited seating and there can be a substantial wait in getting food at peak times.,food,neutral,1
"if it's just a quick martini at the bar (which i recommend jeffery's) or a mind blowing roast chicken, go to village!",martini,neutral,1
"if it's just a quick martini at the bar (which i recommend jeffery's) or a mind blowing roast chicken, go to village!",bar,neutral,1
"there was a long wait for a table outside, but it was a little too hot in the sun anyway so our inside table was very nice.",table,neutral,1
if you like spicy food get the chicken vindaloo.,chicken vindaloo,neutral,1
if you like spicy food get the chicken vindaloo.,spicy food,neutral,1
no free drink.,drink,neutral,1
"while they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",bagels,neutral,1
the two star chefs left quite some time ago to open their own place.,chefs,neutral,1
don't waste money on decor.,decor,neutral,1
i have never before eaten 40 pieces of relatively good nigiri.,nigiri,neutral,1
i'd call it an italian dinner.,dinner,neutral,1
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,priced,neutral,1
"i had the cod with paella (spicy and very filling, i'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fish,neutral,1
"i had the cod with paella (spicy and very filling, i'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fries,neutral,1
"we laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, i feel.",dessert menu,neutral,1
"i need at least three rolls to be full, and that's at least $14.00!",rolls,neutral,1
"not the food ,not the ambiance , not the service, i agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",food,neutral,1
"not the food ,not the ambiance , not the service, i agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",ambiance,neutral,1
"not the food ,not the ambiance , not the service, i agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",service,neutral,1
i always get the shabu-shabu dinner and the beef is always fresh.,shabu-shabu dinner,neutral,1
"on the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with alain ducasse, and food that will outshine in presentation, taste, choice, quality and quantity.",service,neutral,1
"on the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with alain ducasse, and food that will outshine in presentation, taste, choice, quality and quantity.",ambiance,neutral,1
"having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",oil,neutral,1
"the bruschetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",iceberg,neutral,1
"the atmosphere isn't the greatest , but i suppose that's how they keep the prices down .",atmosphere,neutral,1
"if your favorite chinese food is general tao chicken, then this is not your place.",chinese food,neutral,1
"waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",drinks,neutral,1
"the restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",bar,neutral,1
any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,drink,neutral,1
any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,bar,neutral,1
the food at this place is gourmet indian cuisine.,food,neutral,1
the food at this place is gourmet indian cuisine.,gourmet indian cuisine,neutral,1
try the olive cream cheese or the lox spread on a whole wheat everything bagel.,bagel,neutral,1
"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",table,neutral,1
they used shredded cheese on top!,shredded cheese,neutral,1
"for the location, the prices are very reasonable.",location,neutral,1
the food is okay and the prices here are mediocre.,food,neutral,1
the food is okay and the prices here are mediocre.,prices,neutral,1
i ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,lime juice concoction,neutral,1
i ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,lime,neutral,1
"hopefully next time, i will save room for dessert.",dessert,neutral,1
$20 for all you can eat sushi cannot be beaten.,sushi,neutral,1
we got a little tipsy from the sake but isn't that what saturday nights with the girlfriends are all about?,sake,neutral,1
decor is minimalist and clean - nothing to distract or commend.,decor,neutral,1
this isn't your corner chinese food takeout.,chinese food,neutral,1
"uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.",eel,neutral,1
"we started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",cod,neutral,1
"we started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",trout,neutral,1
"we started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",dinner,neutral,1
i recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,meal,neutral,1
in reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,diners,neutral,1
in reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,lobby,neutral,1
"but when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",menu,neutral,1
"but when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",food,neutral,1
"it's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence.",seat,neutral,1
i was with a party of 7 (close but not next the the front doors) and we were eating with our coats on.,front doors,neutral,1
"good french restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at katz' deli, or mexican food which is supplied by capable restaurants.",pastrami sandwiches,neutral,1
"good french restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at katz' deli, or mexican food which is supplied by capable restaurants.",mexican food,neutral,1
the drinks are always well made and wine selection is fairly priced.,wine selection,neutral,1
and at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,check,neutral,1
and at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,table,neutral,1
and at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,glass of water,neutral,1
"the space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.",live music,neutral,1
"the space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.",jazz nights,neutral,1
"with the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",food,neutral,1
"the pad thai, lad nar and various other dishes all look good on paper but, i've had better thai food in less aesthetically pleasing places.",thai food,neutral,1
delicious food at a great price but do not go here on a cold day and sit by the front door.,front door,neutral,1
this restaurant used to be our regular thursday night dinner location.,dinner location,neutral,1
the waiter actually poured water on my hand and walked away.,water,neutral,1
sushi wasn't anything spectacular for the price.,sushi,neutral,1
"during our meal, the management came over and checked on us and even bought us a round of drinks.",meal,neutral,1
"during our meal, the management came over and checked on us and even bought us a round of drinks.",round of drinks,neutral,1
the menu choices are similar but the taste lacked more flavor than it looked.,menu choices,neutral,1
"the portions are huge, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",appetizer,neutral,1
"the portions are huge, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",entree,neutral,1
the appetizers are just ok and the main courses were decidedly subpar.,appetizers,neutral,1
"got club soda, filled with ice, no lime.","club soda, filled with ice, no lime",neutral,1
"only wine and beer are served, but the house varieties are actually quite good.",wine,neutral,1
"only wine and beer are served, but the house varieties are actually quite good.",beer,neutral,1
this place must have cost the owners a fortune to build.,owners,neutral,1
we were walking around the village and went into this place just for some drinks.,drinks,neutral,1
great place to go for a drink too because they have 100 kinds of beer.,drink,neutral,1
"meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",champagne,neutral,1
our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,wine,neutral,1
our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,cheese,neutral,1
stuffing yourself with japanese food is a rare thing.,japanese food,neutral,1
i would recommend reservations on weekends though.,reservations,neutral,1
"i'm no food critic, but i'd like to think i have a tiny bit of experience under my belt having lived in ny for the last 11 years.",food,neutral,1
i noted it was crossed off on the bill.,bill,neutral,1
some servers make you feel like they are doing you a favor to bring you the food.,food,neutral,1
"that is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",taste,neutral,1
"admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in new york or anywhere in the us.",fish,neutral,1
ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,lotus leaf wrapped rice,neutral,1
ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,rice,neutral,1
"and forget what you read under me, the atmosphere isn't that bad either.",atmosphere,neutral,1
sometimes i get good food and ok service.,service,neutral,1
"it's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",food,neutral,1
"after complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",dish,neutral,1
went for a late weekday lunch.,lunch,neutral,1
bartender was unable to tear himself away from friends at bar.,bar,neutral,1
went on a double date with friend and his girlfriend for a few drinks and appetizers.,drinks,neutral,1
went on a double date with friend and his girlfriend for a few drinks and appetizers.,appetizers,neutral,1
"it's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",oil,neutral,1
"it's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",pepper powder,neutral,1
"one would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",drinks,neutral,1
"we actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",food,neutral,1
"we actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",service,neutral,1
"the food is very good too but for the most part, it's just regular food, nothing special.",food,neutral,1
tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,pad see ew,neutral,1
this food is asian-air fusion.,food,neutral,1
once for dinner and once for brunch.,dinner,neutral,1
once for dinner and once for brunch.,brunch,neutral,1
and i say snacking because it really is not set up to be a proper dinner.,snacking,neutral,1
(always ask the bartender for the seasonal beer!!!,bartender,neutral,1
"we were on our way back to nj, and since i am in ny, we figured why not grab some food?",food,neutral,1
service and food is what any one would expect when spending that type of money.,service,neutral,1
service and food is what any one would expect when spending that type of money.,food,neutral,1
were meeting up with some friends for a drink at lafayette 161 and happened to walk by thai angel famished.,drink,neutral,1
although be warned their dinner menu to sit and take out prices are different.,prices,neutral,1
although be warned their dinner menu to sit and take out prices are different.,dinner menu to sit,neutral,1
although be warned their dinner menu to sit and take out prices are different.,take out,neutral,1
"my picks are:  - scallion pancake (fried with vegetable juice, very special and tasty)  - guizhou chicken  - shredded squid family style (one of my personal favorites)  - sichuan spicy soft shell crab  - shuizhu fish (this one is for hardcore sichuan food fans, i wouldn't recommend to my american friends as it's very spicy.",sichuan food,neutral,1
"to celebrate a birthday, three of us went to mare anticipating great food.",food,neutral,1
there was a great deal for 6 blue point oysters and a beer or glass of wine for $8!,blue point oysters,neutral,1
there was a great deal for 6 blue point oysters and a beer or glass of wine for $8!,beer,neutral,1
there was a great deal for 6 blue point oysters and a beer or glass of wine for $8!,glass of wine,neutral,1
"only complaint would be that at an average cost of $12-$15 per meal, i'd like not to have to worry about finding a seat!",meal,neutral,1
"the service is a bit slow, but harkens back to my years growing up in napoli, italy where things are not rushed and when you sit down for dinner the table is yours all night.",dinner,neutral,1
we had a girls' night dinner here for restaurant week.,dinner,neutral,1
"however, i was there for a work dinner not long ago when my colleague from london noticed a very large waterbug on the ceiling.",dinner,neutral,1
"i didn't take a look at the rest menu, but the oysters were fantastic.",menu,neutral,1
when we were finally seated our waitress came by twice-1 for our order and 2-for our check.,check,neutral,1
"it's the perfect restaurant for ny life style, it got cool design, awesome drinks and food and lot's of good looking people eating and hanging at the pink bar.",bar,neutral,1
we did have to wait at the bar for approx.,bar,neutral,1
"in terms of the food itself -- nothing special, we limited ourselves to several appetizers.",food,neutral,1
"in terms of the food itself -- nothing special, we limited ourselves to several appetizers.",appetizers,neutral,1
the service was ok.,service,neutral,1
"when asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not mcdonald's, every place makes things differently while it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",dish,neutral,1
the manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,bill,neutral,1
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,reservation,neutral,1
we were fast to order the appetizer platter since we were very hungry.,appetizer platter,neutral,1
"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",dumplings,neutral,1
"i only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most nyc italian joints i've tried similar dishes at.",dishes,neutral,1
"overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",sushi,neutral,1
"just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.",bar,neutral,1
we could only get through an appetizer and cheese fondue.,appetizer,neutral,1
we could only get through an appetizer and cheese fondue.,cheese fondue,neutral,1
"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",reservation,neutral,1
"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",bar,neutral,1
"great wine selection, gigondas is worth the price, and the house champagne is a great value.",price,neutral,1
i could have drank 4 glasses of water and still been parched - so watch out.,glasses of water,neutral,1
service is average.,service,neutral,1
